lakeid,fish_id,annnumber,length,radii_length_mm ,scalelength
LJ,253,EDGE,195,3.559325928,3.559325928
LJ,253,4,195,3.283573992,3.559325928
LJ,253,3,195,2.660735554,3.559325928
LJ,253,2,195,1.918452142,3.559325928
LJ,253,1,195,1.296162641,3.559325928
LJ,254,EDGE,205,3.229873576,3.229873576
LJ,254,5,205,2.986634438,3.229873576
LJ,254,4,205,2.723161962,3.229873576
LJ,254,3,205,2.385752564,3.229873576
LJ,254,2,205,1.856300455,3.229873576
LJ,254,1,205,1.2617088,3.229873576
LJ,255,EDGE,211,3.495271967,3.495271967
LJ,255,5,211,3.105190311,3.495271967
LJ,255,4,211,2.660553675,3.495271967
LJ,255,3,211,2.245328049,3.495271967
LJ,255,2,211,1.516459978,3.495271967
LJ,255,1,211,1.024393829,3.495271967
LJ,256,EDGE,211,4.048551544,4.048551544
LJ,256,6,211,3.483503838,4.048551544
LJ,256,5,211,3.181362025,4.048551544
LJ,256,4,211,2.540105942,4.048551544
LJ,256,3,211,2.155150274,4.048551544
LJ,256,2,211,1.600248698,4.048551544
LJ,256,1,211,1.025977256,4.048551544
LJ,257,EDGE,212,3.90894603,3.90894603
LJ,257,6,212,3.68018786,3.90894603
LJ,257,5,212,3.43354783,3.90894603
LJ,257,4,212,3.217762549,3.90894603
LJ,257,3,212,2.548856915,3.90894603
LJ,257,2,212,1.951791741,3.90894603
LJ,257,1,212,1.109668421,3.90894603
LJ,258,EDGE,212,3.786643018,3.786643018
LJ,258,6,212,3.599481958,3.786643018
LJ,258,5,212,3.326376306,3.786643018
LJ,258,4,212,2.802643348,3.786643018
LJ,258,3,212,2.170309407,3.786643018
LJ,258,2,212,1.779352638,3.786643018
LJ,258,1,212,1.285207326,3.786643018
LJ,259,EDGE,214,3.678517528,3.678517528
LJ,259,6,214,3.43006553,3.678517528
LJ,259,5,214,3.131693969,3.678517528
LJ,259,4,214,2.748685203,3.678517528
LJ,259,3,214,2.432991486,3.678517528
LJ,259,2,214,1.947348139,3.678517528
LJ,259,1,214,1.252874861,3.678517528
LJ,260,EDGE,223,3.906124578,3.906124578
LJ,260,6,223,3.671831135,3.906124578
LJ,260,5,223,3.355664165,3.906124578
LJ,260,4,223,3.06031453,3.906124578
LJ,260,3,223,2.628496578,3.906124578
LJ,260,2,223,2.023153487,3.906124578
LJ,260,1,223,1.091053095,3.906124578
LJ,261,EDGE,226,4.14568313,4.14568313
LJ,261,6,226,3.945614792,4.14568313
LJ,261,5,226,3.567827968,4.14568313
LJ,261,4,226,3.222720026,4.14568313
LJ,261,3,226,2.470375946,4.14568313
LJ,261,2,226,1.701658464,4.14568313
LJ,261,1,226,1.058440179,4.14568313
LJ,262,EDGE,237,4.497550637,4.497550637
LJ,262,7,237,4.111542191,4.497550637
LJ,262,6,237,3.690594683,4.497550637
LJ,262,5,237,3.40027792,4.497550637
LJ,262,4,237,2.992212789,4.497550637
LJ,262,3,237,2.455389019,4.497550637
LJ,262,2,237,1.877077669,4.497550637
LJ,262,1,237,1.262385773,4.497550637
LJ,263,EDGE,228,4.167911991,4.167911991
LJ,263,6,228,3.802541406,4.167911991
LJ,263,5,228,3.402084578,4.167911991
LJ,263,4,228,3.034092728,4.167911991
LJ,263,3,228,2.435348546,4.167911991
LJ,263,2,228,1.917851703,4.167911991
LJ,263,1,228,1.044648111,4.167911991
LJ,264,EDGE,231,4.187736727,4.187736727
LJ,264,6,231,3.86861109,4.187736727
LJ,264,5,231,3.463962549,4.187736727
LJ,264,4,231,3.083247101,4.187736727
LJ,264,3,231,2.606481187,4.187736727
LJ,264,2,231,1.951515305,4.187736727
LJ,264,1,231,0.893155849,4.187736727
LJ,265,EDGE,231,4.25955586,4.25955586
LJ,265,7,231,4.042290891,4.25955586
LJ,265,6,231,3.852298187,4.25955586
LJ,265,5,231,3.567552816,4.25955586
LJ,265,4,231,3.208016279,4.25955586
LJ,265,3,231,2.616883256,4.25955586
LJ,265,2,231,1.629349356,4.25955586
LJ,265,1,231,1.113837486,4.25955586
LJ,266,EDGE,233,3.890632603,3.890632603
LJ,266,7,233,3.634977607,3.890632603
LJ,266,6,233,3.286911542,3.890632603
LJ,266,5,233,3.020135965,3.890632603
LJ,266,4,233,2.712876899,3.890632603
LJ,266,3,233,2.264890246,3.890632603
LJ,266,2,233,1.726199672,3.890632603
LJ,266,1,233,1.050337169,3.890632603
LJ,267,EDGE,236,4.141406129,4.141406129
LJ,267,6,236,3.758899596,4.141406129
LJ,267,5,236,3.345529967,4.141406129
LJ,267,4,236,2.993558411,4.141406129
LJ,267,3,236,2.611051878,4.141406129
LJ,267,2,236,2.141326816,4.141406129
LJ,267,1,236,1.488876838,4.141406129
LJ,268,EDGE,237,4.015998192,4.015998192
LJ,268,7,237,3.669346412,4.015998192
LJ,268,6,237,3.410123771,4.015998192
LJ,268,5,237,2.970705828,4.015998192
LJ,268,4,237,2.56102128,4.015998192
LJ,268,3,237,2.231101556,4.015998192
LJ,268,2,237,1.870201224,4.015998192
LJ,268,1,237,0.857804232,4.015998192
LR,419,EDGE,312,5.592688422,5.592688422
LR,419,11,312,5.415957454,5.592688422
LR,419,10,312,5.198258891,5.592688422
LR,419,9,312,4.878148557,5.592688422
LR,419,8,312,4.583021412,5.592688422
LR,419,7,312,4.219527272,5.592688422
LR,419,6,312,3.827976737,5.592688422
LR,419,5,312,3.524131229,5.592688422
LR,419,4,312,3.292614448,5.592688422
LR,419,3,312,3.002708224,5.592688422
LR,419,2,312,2.134577043,5.592688422
LR,419,1,312,1.435220067,5.592688422
LR,420,EDGE,235,4.27417381,4.27417381
LR,420,7,235,3.993132605,4.27417381
LR,420,6,235,3.687568443,4.27417381
LR,420,5,235,3.198538008,4.27417381
LR,420,4,235,2.698935883,4.27417381
LR,420,3,235,2.158649186,4.27417381
LR,420,2,235,1.769730493,4.27417381
LR,420,1,235,1.220804325,4.27417381
LR,421,EDGE,361,5.221786955,5.221786955
LR,421,13,361,5.07059558,5.221786955
LR,421,12,361,4.937052215,5.221786955
LR,421,11,361,4.766275412,5.221786955
LR,421,10,361,4.534758631,5.221786955
LR,421,9,361,4.277250731,5.221786955
LR,421,8,361,4.044672429,5.221786955
LR,421,7,361,3.826747685,5.221786955
LR,421,6,361,3.542331306,5.221786955
LR,421,5,361,3.230642301,5.221786955
LR,421,4,361,2.869323164,5.221786955
LR,421,3,361,2.456221477,5.221786955
LR,421,2,361,1.885572876,5.221786955
LR,421,1,361,1.239225555,5.221786955
LR,422,EDGE,200,3.283597645,3.283597645
LR,422,5,200,2.997052633,3.283597645
LR,422,4,200,2.630440854,3.283597645
LR,422,3,200,2.275209191,3.283597645
LR,422,2,200,1.780689147,3.283597645
LR,422,1,200,1.117593014,3.283597645
LR,423,EDGE,254,3.934043174,3.934043174
LR,423,9,254,3.772101181,3.934043174
LR,423,8,254,3.617843214,3.934043174
LR,423,7,254,3.374930225,3.934043174
LR,423,6,254,3.063119215,3.934043174
LR,423,5,254,2.8516077,3.934043174
LR,423,4,254,2.529574666,3.934043174
LR,423,3,254,2.131928361,3.934043174
LR,423,2,254,1.833774466,3.934043174
LR,423,1,254,1.076640254,3.934043174
LR,424,EDGE,202,3.189512843,3.189512843
LR,424,6,202,2.716558716,3.189512843
LR,424,5,202,2.385490827,3.189512843
LR,424,4,202,2.168222845,3.189512843
LR,424,3,202,1.825253786,3.189512843
LR,424,2,202,1.465009122,3.189512843
LR,424,1,202,0.974050342,3.189512843
LR,425,EDGE,250,4.256269181,4.256269181
LR,425,8,250,3.954770918,4.256269181
LR,425,7,250,3.585852063,4.256269181
LR,425,6,250,3.255075531,4.256269181
LR,425,5,250,2.735048431,4.256269181
LR,425,4,250,2.352780976,4.256269181
LR,425,3,250,1.877792629,4.256269181
LR,425,2,250,1.465013359,4.256269181
LR,425,1,250,0.94953002,4.256269181
LR,426,EDGE,352,6.441943988,6.441943988
LR,426,12,352,6.199614561,6.441943988
LR,426,11,352,5.827018275,6.441943988
LR,426,10,352,5.546087522,6.441943988
LR,426,9,352,5.16680795,6.441943988
LR,426,8,352,4.721897104,6.441943988
LR,426,7,352,4.405346241,6.441943988
LR,426,6,352,4.011662584,6.441943988
LR,426,5,352,3.638010035,6.441943988
LR,426,4,352,3.131871156,6.441943988
LR,426,3,352,2.542284951,6.441943988
LR,426,2,352,2.064794488,6.441943988
LR,426,1,352,1.43247139,6.441943988
LR,427,EDGE,278,4.998061699,4.998061699
LR,427,9,278,4.666312708,4.998061699
LR,427,8,278,4.39812155,4.998061699
LR,427,7,278,4.109577994,4.998061699
LR,427,6,278,3.817639692,4.998061699
LR,427,5,278,3.470222689,4.998061699
LR,427,4,278,3.158691782,4.998061699
LR,427,3,278,2.739904942,4.998061699
LR,427,2,278,2.220507571,4.998061699
LR,427,1,278,1.2913601,4.998061699
LR,428,EDGE,250,2.605975255,2.605975255
LR,428,5,250,2.386411813,2.605975255
LR,428,4,250,2.191407831,2.605975255
LR,428,3,250,1.907024434,2.605975255
LR,428,2,250,1.496728563,2.605975255
LR,428,1,250,1.007698129,2.605975255
LR,429,EDGE,297,5.182832332,5.182832332
LR,429,10,297,4.882739154,5.182832332
LR,429,9,297,4.642451292,5.182832332
LR,429,8,297,4.350512989,5.182832332
LR,429,7,297,4.104751821,5.182832332
LR,429,6,297,3.844200887,5.182832332
LR,429,5,297,3.507294484,5.182832332
LR,429,4,297,2.861404646,5.182832332
LR,429,3,297,2.481346531,5.182832332
LR,429,2,297,1.975791996,5.182832332
LR,429,1,297,1.389809807,5.182832332
LR,430,EDGE,342,5.705491208,5.705491208
LR,430,12,342,5.534714404,5.705491208
LR,430,11,342,5.374659237,5.705491208
LR,430,10,342,5.159922697,5.705491208
LR,430,9,342,4.923979615,5.705491208
LR,430,8,342,4.669744845,5.705491208
LR,430,7,342,4.340979269,5.705491208
LR,430,6,342,4.025051538,5.705491208
LR,430,5,342,3.623071073,5.705491208
LR,430,4,342,3.028078378,5.705491208
LR,430,3,342,2.388781772,5.705491208
LR,430,2,342,1.845736067,5.705491208
LR,430,1,342,1.23731587,5.705491208
LR,431,EDGE,384,6.524849942,6.524849942
LR,431,16,384,6.329074675,6.524849942
LR,431,15,384,6.109797748,6.524849942
LR,431,14,384,5.895061208,6.524849942
LR,431,13,384,5.684728799,6.524849942
LR,431,12,384,5.418380902,6.524849942
LR,431,11,384,5.045388167,6.524849942
LR,431,10,384,4.822324563,6.524849942
LR,431,9,384,4.456264391,6.524849942
LR,431,8,384,4.065595587,6.524849942
LR,431,7,384,3.828818781,6.524849942
LR,431,6,384,3.445662315,6.524849942
LR,431,5,384,3.003416959,6.524849942
LR,431,4,384,2.655999957,6.524849942
LR,431,3,384,2.3254411,6.524849942
LR,431,2,384,1.937175655,6.524849942
LR,431,1,384,1.45160283,6.524849942
LR,432,EDGE,273,4.851237218,4.851237218
LR,432,8,273,4.527911153,4.851237218
LR,432,7,273,4.202761806,4.851237218
LR,432,6,273,3.913365831,4.851237218
LR,432,5,273,3.514090679,4.851237218
LR,432,4,273,3.098373646,4.851237218
LR,432,3,273,2.496793508,4.851237218
LR,432,2,273,1.982064758,4.851237218
LR,432,1,273,1.147496206,4.851237218
LR,433,EDGE,298,4.563966245,4.563966245
LR,433,8,298,4.359573275,4.563966245
LR,433,7,298,4.053788308,4.563966245
LR,433,6,298,3.731683498,4.563966245
LR,433,5,298,3.329703033,4.563966245
LR,433,4,298,2.866988768,4.563966245
LR,433,3,298,2.189602882,4.563966245
LR,433,2,298,1.770816042,4.563966245
LR,433,1,298,1.355099008,4.563966245
LR,434,EDGE,270,4.324112882,4.324112882
LR,434,8,270,4.054091047,4.324112882
LR,434,7,270,3.726376082,4.324112882
LR,434,6,270,3.438516279,4.324112882
LR,434,5,270,3.191954585,4.324112882
LR,434,4,270,2.819358299,4.324112882
LR,434,3,270,2.285738486,4.324112882
LR,434,2,270,1.858796477,4.324112882
LR,434,1,270,1.372007691,4.324112882
LR,435,EDGE,289,5.058001817,5.058001817
LR,435,9,289,4.809053985,5.058001817
LR,435,8,289,4.608063753,5.058001817
LR,435,7,289,4.206083287,5.058001817
LR,435,6,289,3.837608621,5.058001817
LR,435,5,289,3.563782198,5.058001817
LR,435,4,289,3.198530405,5.058001817
LR,435,3,289,2.824877855,5.058001817
LR,435,2,289,2.297293084,5.058001817
LR,435,1,289,1.562486052,5.058001817
LR,436,EDGE,272,3.797454519,3.797454519
LR,436,6,272,3.417396404,3.797454519
LR,436,5,272,3.02408834,3.797454519
LR,436,4,272,2.739671961,3.797454519
LR,436,3,272,2.296981243,3.797454519
LR,436,2,272,1.804857901,3.797454519
LR,436,1,272,1.169270978,3.797454519
LR,437,EDGE,277,4.493225662,4.493225662
LR,437,9,277,4.31987203,4.493225662
LR,437,8,277,4.127140087,4.493225662
LR,437,7,277,3.831013073,4.493225662
LR,437,6,277,3.513219611,4.493225662
LR,437,5,277,3.225359809,4.493225662
LR,437,4,277,2.865680556,4.493225662
LR,437,3,277,2.465542638,4.493225662
LR,437,2,277,1.896969759,4.493225662
LR,437,1,277,1.27867027,4.493225662
LR,438,EDGE,282,3.922384927,3.922384927
LR,438,9,282,3.717991958,3.922384927
LR,438,8,282,3.477909207,3.922384927
LR,438,7,282,3.215850005,3.922384927
LR,438,6,282,2.919722991,3.922384927
LR,438,5,282,2.545148654,3.922384927
LR,438,4,282,2.306506619,3.922384927
LR,438,3,282,1.991203252,3.922384927
LR,438,2,282,1.631523999,3.922384927
LR,438,1,282,1.218660892,3.922384927
LR,439,EDGE,265,4.755765531,4.755765531
LR,439,7,265,4.489047962,4.755765531
LR,439,6,265,4.249993408,4.755765531
LR,439,5,265,3.969062655,4.755765531
LR,439,4,265,3.461951366,4.755765531
LR,439,3,265,2.792686941,4.755765531
LR,439,2,265,2.097498519,4.755765531
LR,439,1,265,1.395469817,4.755765531
LR,440,EDGE,265,4.358907038,4.358907038
LR,440,7,265,4.082930113,4.358907038
LR,440,6,265,3.88193988,4.358907038
LR,440,5,265,3.642885326,4.358907038
LR,440,4,265,3.388650557,4.358907038
LR,440,3,265,2.796396528,4.358907038
LR,440,2,265,2.206810324,4.358907038
LR,440,1,265,1.336355583,4.358907038
LR,441,EDGE,305,5.169415014,5.169415014
LR,441,9,305,4.86282556,5.169415014
LR,441,8,305,4.645126997,5.169415014
LR,441,7,305,4.266107294,5.169415014
LR,441,6,305,3.76074769,5.169415014
LR,441,5,305,3.346574093,5.169415014
LR,441,4,305,2.966515978,5.169415014
LR,441,3,305,2.495779609,5.169415014
LR,441,2,305,1.849432288,5.169415014
LR,441,1,305,1.070051735,5.169415014
LR,442,EDGE,272,4.831537721,4.831537721
LR,442,8,272,4.624272578,4.831537721
LR,442,7,272,4.369844106,4.831537721
LR,442,6,272,4.089615682,4.831537721
LR,442,5,272,3.878581773,4.831537721
LR,442,4,272,3.500603335,4.831537721
LR,442,3,272,2.864628977,4.831537721
LR,442,2,272,2.104188756,4.831537721
LR,442,1,272,1.370858184,4.831537721
LR,443,EDGE,269,4.256711011,4.256711011
LR,443,7,269,3.968851209,4.256711011
LR,443,6,269,3.638292352,4.256711011
LR,443,5,269,3.335746724,4.256711011
LR,443,4,269,2.940439623,4.256711011
LR,443,3,269,2.585031755,4.256711011
LR,443,2,269,2.170382642,4.256711011
LR,443,1,269,1.389738911,4.256711011
LR,444,EDGE,273,5.20016923,5.20016923
LR,444,9,273,4.947099791,5.20016923
LR,444,8,273,4.693447017,5.20016923
LR,444,7,273,4.461717543,5.20016923
LR,444,6,273,4.04600051,5.20016923
LR,444,5,273,3.654449976,5.20016923
LR,444,4,273,3.268347587,5.20016923
LR,444,3,273,2.756017176,5.20016923
LR,444,2,273,2.027336728,5.20016923
LR,444,1,273,1.344734531,5.20016923
LR,445,EDGE,375,6.298104025,6.298104025
LR,445,13,375,6.157774742,6.298104025
LR,445,12,375,5.968850663,6.298104025
LR,445,11,375,5.768495948,6.298104025
LR,445,10,375,5.519854669,6.298104025
LR,445,9,375,5.303811719,6.298104025
LR,445,8,375,4.968300099,6.298104025
LR,445,7,375,4.533810669,6.298104025
LR,445,6,375,3.999452679,6.298104025
LR,445,5,375,3.41873694,6.298104025
LR,445,4,375,3.05675685,6.298104025
LR,445,3,375,2.594500997,6.298104025
LR,445,2,375,1.849402616,6.298104025
LR,445,1,375,1.246058876,6.298104025
LR,446,EDGE,261,4.219361447,4.219361447
LR,446,8,261,3.979073585,4.219361447
LR,446,7,261,3.70814105,4.219361447
LR,446,6,261,3.433595921,4.219361447
LR,446,5,261,3.082651752,4.219361447
LR,446,4,261,2.770962747,4.219361447
LR,446,3,261,2.306866449,4.219361447
LR,446,2,261,1.910190853,4.219361447
LR,446,1,261,1.324208664,4.219361447
LR,447,EDGE,360,6.101336399,6.101336399
LR,447,12,360,5.859006973,6.101336399
LR,447,11,360,5.580896173,6.101336399
LR,447,10,360,5.389961903,6.101336399
LR,447,9,360,5.145809663,6.101336399
LR,447,8,360,4.812283432,6.101336399
LR,447,7,360,4.47275515,6.101336399
LR,447,6,360,4.059653463,6.101336399
LR,447,5,360,3.561164479,6.101336399
LR,447,4,360,3.139096662,6.101336399
LR,447,3,360,2.58022427,6.101336399
LR,447,2,360,2.01591303,6.101336399
LR,447,1,360,1.566485206,6.101336399
LR,448,EDGE,162,2.470817189,2.470817189
LR,448,2,162,1.877589438,2.470817189
LR,448,1,162,1.111693741,2.470817189
LSG,31,EDGE,388,7.137441764,7.137441764
LSG,31,12,388,6.823165463,7.137441764
LSG,31,11,388,6.528828784,7.137441764
LSG,31,10,388,6.086656191,7.137441764
LSG,31,9,388,5.820274805,7.137441764
LSG,31,8,388,5.552630941,7.137441764
LSG,31,7,388,5.183595135,7.137441764
LSG,31,6,388,4.72312322,7.137441764
LSG,31,5,388,4.035043599,7.137441764
LSG,31,4,388,3.502280828,7.137441764
LSG,31,3,388,2.749511907,7.137441764
LSG,31,2,388,2.370338962,7.137441764
LSG,31,1,388,1.661625051,7.137441764
LSG,32,EDGE,326,6.616776406,6.616776406
LSG,32,11,326,6.371820551,6.616776406
LSG,32,10,326,6.119743389,6.616776406
LSG,32,9,326,5.871710508,6.616776406
LSG,32,8,326,5.466120044,6.616776406
LSG,32,7,326,5.134363563,6.616776406
LSG,32,6,326,4.721156679,6.616776406
LSG,32,5,326,4.2097002,6.616776406
LSG,32,4,326,3.576605393,6.616776406
LSG,32,3,326,2.932033613,6.616776406
LSG,32,2,326,2.419918465,6.616776406
LSG,32,1,326,1.591365968,6.616776406
LSG,33,EDGE,324,6.001830192,6.001830192
LSG,33,10,324,5.62332461,6.001830192
LSG,33,9,324,5.381833651,6.001830192
LSG,33,8,324,5.118955341,6.001830192
LSG,33,7,324,4.866878179,6.001830192
LSG,33,6,324,4.603999869,6.001830192
LSG,33,5,324,4.21344045,6.001830192
LSG,33,4,324,3.752419811,6.001830192
LSG,33,3,324,3.233114436,6.001830192
LSG,33,2,324,2.588150541,6.001830192
LSG,33,1,324,1.846320497,6.001830192
LSG,34,EDGE,300,5.676594978,5.676594978
LSG,34,10,300,5.460520879,5.676594978
LSG,34,9,300,5.197642569,5.676594978
LSG,34,8,300,4.958254619,5.676594978
LSG,34,7,300,4.673227394,5.676594978
LSG,34,6,300,4.353896812,5.676594978
LSG,34,5,300,4.039888778,5.676594978
LSG,34,4,300,3.549117724,5.676594978
LSG,34,3,300,2.976555582,5.676594978
LSG,34,2,300,2.31444123,5.676594978
LSG,34,1,300,1.579458994,5.676594978
LSG,35,EDGE,297,6.177317736,6.177317736
LSG,35,10,297,5.961243637,6.177317736
LSG,35,9,297,5.694862252,6.177317736
LSG,35,8,297,5.349172947,6.177317736
LSG,35,7,297,5.024607088,6.177317736
LSG,35,6,297,4.590707325,6.177317736
LSG,35,5,297,4.104594776,6.177317736
LSG,35,4,297,3.503175028,6.177317736
LSG,35,3,297,3.085101948,6.177317736
LSG,35,2,297,2.089832503,6.177317736
LSG,35,1,297,1.270176785,6.177317736
LSG,36,EDGE,294,4.829933532,4.829933532
LSG,36,7,294,4.563552147,4.829933532
LSG,36,6,294,4.241070199,4.829933532
LSG,36,5,294,3.833407211,4.829933532
LSG,36,4,294,3.534524523,4.829933532
LSG,36,3,294,3.120502634,4.829933532
LSG,36,2,294,2.485414242,4.829933532
LSG,36,1,294,1.578765207,4.829933532
LSG,37,EDGE,257,4.637879649,4.637879649
LSG,37,6,257,4.330106319,4.637879649
LSG,37,5,257,3.946733721,4.637879649
LSG,37,4,257,3.551882312,4.637879649
LSG,37,3,257,3.137656922,4.637879649
LSG,37,2,257,2.373885112,4.637879649
LSG,37,1,257,1.494413441,4.637879649
LSG,38,EDGE,207,3.63570923,3.63570923
LSG,38,3,207,3.217031852,3.63570923
LSG,38,2,207,2.384319572,3.63570923
LSG,38,1,207,1.342306454,3.63570923
LSG,39,EDGE,203,3.439350567,3.439350567
LSG,39,3,203,2.893462054,3.439350567
LSG,39,2,203,2.16043166,3.439350567
LSG,39,1,203,1.309895695,3.439350567
LSG,40,EDGE,202,3.550433833,3.550433833
LSG,40,3,202,3.197267997,3.550433833
LSG,40,2,202,2.335608295,3.550433833
LSG,40,1,202,1.615803463,3.550433833
LSG,41,EDGE,192,2.60138755,2.60138755
LSG,41,2,192,2.275784737,2.60138755
LSG,41,1,192,1.721166354,2.60138755
LSG,42,EDGE,182,3.084104568,3.084104568
LSG,42,3,182,2.716670786,3.084104568
LSG,42,2,182,2.357588862,3.084104568
LSG,42,1,182,1.607174627,3.084104568
LSG,43,EDGE,177,2.697132505,2.697132505
LSG,43,2,177,2.180104083,2.697132505
LSG,43,1,177,1.433743737,2.697132505
LSG,44,EDGE,176,3.47501731,3.47501731
LSG,44,3,176,2.847538239,3.47501731
LSG,44,2,176,2.365080069,3.47501731
LSG,44,1,176,1.545424351,3.47501731
LSG,45,EDGE,175,3.208750193,3.208750193
LSG,45,3,175,2.917001771,3.208750193
LSG,45,2,175,2.435067917,3.208750193
LSG,45,1,175,1.604077898,3.208750193
LSG,46,EDGE,173,3.371104238,3.371104238
LSG,46,2,173,2.573966259,3.371104238
LSG,46,1,173,1.628014066,3.371104238
LSG,47,EDGE,172,2.682918318,2.682918318
LSG,47,2,172,2.171297092,2.682918318
LSG,47,1,172,1.584200605,2.682918318
LSG,48,EDGE,165,2.258668513,2.258668513
LSG,48,2,165,1.959785825,2.258668513
LSG,48,1,165,1.322445574,2.258668513
LSG,49,EDGE,164,2.455295072,2.455295072
LSG,49,2,164,2.031416534,2.455295072
LSG,49,1,164,1.224297526,2.455295072
LSG,50,EDGE,163,2.757779769,2.757779769
LSG,50,2,163,2.390345986,2.757779769
LSG,50,1,163,1.737976684,2.757779769
LSG,51,EDGE,162,2.890862187,2.890862187
LSG,51,2,162,2.343124244,2.890862187
LSG,51,1,162,1.643265116,2.890862187
LSG,52,EDGE,161,2.897278902,2.897278902
LSG,52,2,161,2.51877332,2.897278902
LSG,52,1,161,1.796864134,2.897278902
LSG,53,EDGE,155,2.780134741,2.780134741
LSG,53,2,155,2.392825527,2.780134741
LSG,53,1,155,1.7587996,2.780134741
LSG,54,EDGE,145,2.351964158,2.351964158
LSG,54,2,145,1.901857891,2.351964158
LSG,54,1,145,1.094321337,2.351964158
LSG,55,EDGE,161,2.450808082,2.450808082
LSG,55,2,161,1.914105286,2.450808082
LSG,55,1,161,1.350443616,2.450808082
LSG,56,EDGE,145,2.546162818,2.546162818
LSG,56,2,145,1.937777123,2.546162818
LSG,56,1,145,1.202909558,2.546162818
LSG,57,EDGE,143,2.523331633,2.523331633
LSG,57,2,143,2.133636285,2.523331633
LSG,57,1,143,1.186615621,2.523331633
LSG,58,EDGE,92,1.149311492,1.149311492
LSG,59,EDGE,64,0.773093802,0.773093802
LSG,60,EDGE,138,1.610975643,1.610975643
LSG,60,1,138,0.801250497,1.610975643
MN,181,EDGE,174,2.675454011,2.675454011
MN,181,1,174,1.724000529,2.675454011
MN,182,EDGE,185,3.364914007,3.364914007
MN,182,2,185,2.902528869,3.364914007
MN,182,1,185,1.93531794,3.364914007
MN,183,EDGE,231,4.086815007,4.086815007
MN,183,3,231,2.953251001,4.086815007
MN,183,2,231,2.077036873,4.086815007
MN,183,1,231,1.134853803,4.086815007
MN,184,EDGE,284,6.109809847,6.109809847
MN,184,8,284,5.909661032,6.109809847
MN,184,7,284,5.576530765,6.109809847
MN,184,6,284,5.247488141,6.109809847
MN,184,5,284,4.802976033,6.109809847
MN,184,4,284,4.01567666,6.109809847
MN,184,3,284,3.624544757,6.109809847
MN,184,2,284,2.856739463,6.109809847
MN,184,1,284,2.032620696,6.109809847
MN,185,EDGE,293,5.699643996,5.699643996
MN,185,7,293,5.430999814,5.699643996
MN,185,6,293,4.9785647,5.699643996
MN,185,5,293,4.510704601,5.699643996
MN,185,4,293,4.031403689,5.699643996
MN,185,3,293,3.381565055,5.699643996
MN,185,2,293,2.626230224,5.699643996
MN,185,1,293,1.499473896,5.699643996
MN,186,EDGE,294,5.356719133,5.356719133
MN,186,7,294,5.044253168,5.356719133
MN,186,6,294,4.700573711,5.356719133
MN,186,5,294,4.327852304,5.356719133
MN,186,4,294,3.836825351,5.356719133
MN,186,3,294,3.249342704,5.356719133
MN,186,2,294,2.173758026,5.356719133
MN,186,1,294,1.391639997,5.356719133
MN,187,EDGE,300,5.406208458,5.406208458
MN,187,6,300,5.068412452,5.406208458
MN,187,5,300,4.629101243,5.406208458
MN,187,4,300,4.218872532,5.406208458
MN,187,3,300,3.399472402,5.406208458
MN,187,2,300,2.728628788,5.406208458
MN,187,1,300,1.53150747,5.406208458
MN,188,EDGE,302,5.049813135,5.049813135
MN,188,6,302,4.718495122,5.049813135
MN,188,5,302,4.326087565,5.049813135
MN,188,4,302,3.921042577,5.049813135
MN,188,3,302,3.509232002,5.049813135
MN,188,2,302,2.919999658,5.049813135
MN,188,1,302,1.368911888,5.049813135
MN,189,EDGE,303,6.424188172,6.424188172
MN,189,9,303,6.101318048,6.424188172
MN,189,8,303,5.840450446,6.424188172
MN,189,7,303,5.54018733,6.424188172
MN,189,6,303,5.248528484,6.424188172
MN,189,5,303,4.899374835,6.424188172
MN,189,4,303,4.333310248,6.424188172
MN,189,3,303,3.69414817,6.424188172
MN,189,2,303,2.608236039,6.424188172
MN,189,1,303,1.553147347,6.424188172
MN,190,EDGE,307,6.659110662,6.659110662
MN,190,9,307,6.384088282,6.659110662
MN,190,8,307,6.089288262,6.659110662
MN,190,7,307,5.551999899,6.659110662
MN,190,6,307,5.147758308,6.659110662
MN,190,5,307,4.820885509,6.659110662
MN,190,4,307,4.370370553,6.659110662
MN,190,3,307,3.570375971,6.659110662
MN,190,2,307,2.847291586,6.659110662
MN,190,1,307,1.510418581,6.659110662
MN,191,EDGE,307,5.98002466,5.98002466
MN,191,9,307,5.749595008,5.98002466
MN,191,8,307,5.497816731,5.98002466
MN,191,7,307,5.184657936,5.98002466
MN,191,6,307,4.937878775,5.98002466
MN,191,5,307,4.539442257,5.98002466
MN,191,4,307,3.846431142,5.98002466
MN,191,3,307,3.326672806,5.98002466
MN,191,2,307,2.645251454,5.98002466
MN,191,1,307,1.634165074,5.98002466
MN,192,EDGE,308,5.815159175,5.815159175
MN,192,9,308,5.650566566,5.815159175
MN,192,8,308,5.412959591,5.815159175
MN,192,7,308,5.119079961,5.815159175
MN,192,6,308,4.773043817,5.815159175
MN,192,5,308,4.417737207,5.815159175
MN,192,4,308,3.951617449,5.815159175
MN,192,3,308,3.285312089,5.815159175
MN,192,2,308,2.590895113,5.815159175
MN,192,1,308,1.662499418,5.815159175
MN,193,EDGE,310,6.11391024,6.11391024
MN,193,9,310,5.815638641,6.11391024
MN,193,8,310,5.644906037,6.11391024
MN,193,7,310,5.38383082,6.11391024
MN,193,6,310,5.104507901,6.11391024
