Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Primary Shape,Secondary Shape,Filename,Internal ID,Unique Entry ID
bolero coat,Pink,No,2080,520,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBolerocoat0,4334,NJHcQoiKTqwiKp8nQ
bolero coat,Yellow,No,2080,520,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBolerocoat1,8441,ZfjpHYHKLozqxZ7qA
bolero coat,Blue,No,2080,520,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBolerocoat2,8442,NMPcsF6BSya9oqGeM
bolero coat,Green,No,2080,520,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; comfy,Yes,For sale,A-line,L,TopsTexOnepieceAlineLBolerocoat3,8443,dKjjbBaEyMjzZADyr
bone costume,White,No,1280,320,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,For sale,Overall,L,TopsTexOnepieceOverallLBoneWhite,3609,GQXHPDBvGeC7ud3RM
box-skirt uniform,Navy blue,No,2300,575,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,Yes,For sale,Box,L,TopsTexOnepieceBoxLJumperskirtuniform0,3662,3CFkchA3Zfxz9DnWs
box-skirt uniform,Black,No,2300,575,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,Yes,For sale,Box,L,TopsTexOnepieceBoxLJumperskirtuniform1,7572,dwDSeGqzshrAJdhkG
box-skirt uniform,Light blue,No,2300,575,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,Yes,For sale,Box,L,TopsTexOnepieceBoxLJumperskirtuniform2,7573,KNF9iwH9ngDTqnKk4
box-skirt uniform,Green,No,2300,575,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,Yes,For sale,Box,L,TopsTexOnepieceBoxLJumperskirtuniform3,7574,2jQPzXpkeZmMxvx9w
box-skirt uniform,Gray,No,2300,575,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,Yes,For sale,Box,L,TopsTexOnepieceBoxLJumperskirtuniform4,7575,idv2BMcA23w3GaDLy
box-skirt uniform,Red,No,2300,575,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,Yes,For sale,Box,L,TopsTexOnepieceBoxLJumperskirtuniform5,7576,Hv5cpPpWqCwqgYvYw
box-skirt uniform,Brown,No,2300,575,Brown,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,Yes,For sale,Box,L,TopsTexOnepieceBoxLJumperskirtuniform6,7577,CsvFf2cCyMhyPFqw5
bunny dress,Pink,No,1800,450,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,A-line,L,TopsTexOnepieceAlineLRabbit0,3146,KQ5QsgF3P2WxrTvhB
bunny dress,Yellow,No,1800,450,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,A-line,L,TopsTexOnepieceAlineLRabbit1,9622,p22BcWCbkCwbKfdGf
bunny dress,White,No,1800,450,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,A-line,L,TopsTexOnepieceAlineLRabbit2,9623,7xzu4Ys5ayDMh3QkL
butterfly visiting kimono,Black,No,2660,665,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLButterfly0,6025,2tXmnh6dsLpeXXzTz
butterfly visiting kimono,Indigo blue,No,2660,665,Blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLButterfly1,9002,Q4NnC2ukrEWQ8shqY
butterfly visiting kimono,Fuchsia,No,2660,665,Purple,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLButterfly2,9003,ZhwvywiRTTBSkzFng
cake dress,NA,No,20000,5000,White,White,1x1,Wedding Season,,All Year,No,1.2.0,Elegant,fairy tale; formal; party; theatrical,Yes,Not for sale,Dress,N,TopsTexOnepieceDressNWedding,3336,ud4NgGEzc7boLMh6x
casual chic dress,Yellow,No,2400,600,Yellow,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; comfy; vacation,Yes,For sale,A-long,H,TopsTexOnepieceAlongHCachecoeur0,4596,HxJuZMqqfqwZ3yQ6g
casual chic dress,Light blue,No,2400,600,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; comfy; vacation,Yes,For sale,A-long,H,TopsTexOnepieceAlongHCachecoeur1,8598,MaT29CPxJiqDQnewm
casual chic dress,Pink,No,2400,600,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; comfy; vacation,Yes,For sale,A-long,H,TopsTexOnepieceAlongHCachecoeur2,8599,qrDjNj9z9tsBBkFDy
casual chic dress,Green,No,2400,600,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Elegant,everyday; comfy; vacation,Yes,For sale,A-long,H,TopsTexOnepieceAlongHCachecoeur3,8600,D7RAkYz7aTCKeQKY3
casual chic dress,Navy blue,No,2400,600,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; comfy; vacation,Yes,For sale,A-long,H,TopsTexOnepieceAlongHCachecoeur4,8601,FqAuiLYPXsMEPxaFk
casual chic dress,Purple,No,2400,600,Purple,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; comfy; vacation,Yes,For sale,A-long,H,TopsTexOnepieceAlongHCachecoeur5,8602,PtZiAPuN3NRFLLWgY
casual kimono,Dark blue,No,2000,500,Blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLKinagashi0,4342,PKmcxZDiorL3Rz83t
casual kimono,Aqua,No,2000,500,Light blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLKinagashi1,9215,jwC9dmFJnsmbkdse7
casual kimono,Green,No,2000,500,Green,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLKinagashi2,9216,HT8Lu48j3m8shvz4B
casual kimono,Mustard,No,2000,500,Brown,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLKinagashi3,9217,GPp5hBycht292wA9z
cat dress,Navy blue,No,1800,450,Blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,A-line,L,TopsTexOnepieceAlineLCat0,3167,rvt2Jdk4KsCn66uay
cat dress,Brown,No,1800,450,Brown,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,A-line,L,TopsTexOnepieceAlineLCat1,9624,qcN4eke6XEupE2z4N
cat dress,White,No,1800,450,White,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,A-line,L,TopsTexOnepieceAlineLCat2,9625,6sgrrCZPeuRbSExnR
caterpillar costume,Green,No,1700,425,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,Rib,N,TopsTexOnepieceRibNCaterpillar0,4577,CyRDpLxsHJhPCBJwB
caterpillar costume,Yellow,No,1700,425,Yellow,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,Rib,N,TopsTexOnepieceRibNCaterpillar1,9638,nb9JAkDG3E7GLqw3T
caterpillar costume,Rainbow,No,1700,425,Colorful,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,fairy tale; party,Yes,For sale,Rib,N,TopsTexOnepieceRibNCaterpillar2,9639,Zwc7h8Ru7sheZdpLd
caveman tank,Orange,No,1050,262,Orange,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,Yes,For sale,Box,N,TopsTexOnepieceBoxNPrimitive0,3232,CTS5tntAwfias2evj
caveman tank,Yellow,No,1050,262,Yellow,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,Yes,For sale,Box,N,TopsTexOnepieceBoxNPrimitive1,9626,htQRvpp3YnrzzNm3o
caveman tank,Gray,No,1050,262,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy,Yes,For sale,Box,N,TopsTexOnepieceBoxNPrimitive2,9627,9ZCDYtgWQhtoLQzuJ
checkered jumper dress,Red,No,1840,460,Beige,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cute,everyday,Yes,For sale,A-line,L,TopsTexOnepieceAlineLJumperskirt0,4731,foykwA5waMkGNMvNm
checkered jumper dress,Green,No,1840,460,Beige,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,A-line,L,TopsTexOnepieceAlineLJumperskirt1,8968,XKXusoE3TaQLY2tEa
checkered jumper dress,Yellow,No,1840,460,Beige,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,A-line,L,TopsTexOnepieceAlineLJumperskirt2,8969,uGsbSB2SJZsP64pqb
checkered jumper dress,Beige,No,1840,460,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,Yes,For sale,A-line,L,TopsTexOnepieceAlineLJumperskirt3,8970,yJFpb8GqzrJxTSZDc
cheerleading uniform,Red,No,1920,480,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical,Yes,For sale,A-line,N,TopsTexOnepieceAlineNCheer0,3058,g3dWDD7n3PGXNT3dy
cheerleading uniform,Purple,No,1920,480,White,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical,Yes,For sale,A-line,N,TopsTexOnepieceAlineNCheer1,9365,eKXzgseNxuDfkz2nA
cheerleading uniform,Blue,No,1920,480,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical,Yes,For sale,A-line,N,TopsTexOnepieceAlineNCheer2,9366,vP9Kpn48fLE6L73XT
cheerleading uniform,Berry red,No,1920,480,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical,Yes,For sale,A-line,N,TopsTexOnepieceAlineNCheer3,9367,gyrgYDrC7ijcYKP66
cheerleading uniform,Green,No,1920,480,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical,Yes,For sale,A-line,N,TopsTexOnepieceAlineNCheer4,9368,7hpFyWWMKvpbYy6PM
cheerleading uniform,Pink,No,1920,480,Black,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical,Yes,For sale,A-line,N,TopsTexOnepieceAlineNCheer5,9369,QpEGE87fwiWRrXF2g
cheerleading uniform,Light blue,No,1920,480,Black,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical,Yes,For sale,A-line,N,TopsTexOnepieceAlineNCheer6,9370,Kym2Qd2kJ9mbpjLpp
cheerleading uniform,Yellow,No,1920,480,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; theatrical,Yes,For sale,A-line,N,TopsTexOnepieceAlineNCheer7,9371,aG6oyKtLFSykGXaqv
cherry dress,Red,Yes,NFS,1600,Red,Red,1x1,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,Not for sale,A-line,N,TopsTexOnepieceAlineNCherry0,9838,ECBc6ycmHe4hZJyZq
chic tuxedo dress,Black,No,2240,560,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,Balloon,N,TopsTexOnepieceBalloonNBunny0,4347,98bMggtEoqgCYBC9s
chic tuxedo dress,Pink,No,2240,560,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,Balloon,N,TopsTexOnepieceBalloonNBunny1,8276,iZKFcnjCu9QocPC95
chic tuxedo dress,Red,No,2240,560,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,Balloon,N,TopsTexOnepieceBalloonNBunny2,8277,TKjteEC4c47jfeCrb
chic tuxedo dress,Light blue,No,2240,560,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Yes,For sale,Balloon,N,TopsTexOnepieceBalloonNBunny3,8278,djYPrT92J6uZ3k7PC
chima jeogori,Vermilion,No,2520,630,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,A-long,L,TopsTexOnepieceAlongLChimachogori0,3538,kdc7E8AyjtdfC6aaY
chima jeogori,Yellow-green,No,2520,630,Green,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,A-long,L,TopsTexOnepieceAlongLChimachogori1,9145,nF47jMjAJC2fj8mzA
chima jeogori,Pink,No,2520,630,Pink,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,A-long,L,TopsTexOnepieceAlongLChimachogori2,9146,r43ogk6mKHn33TfN2
chima jeogori,Blue,No,2520,630,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,A-long,L,TopsTexOnepieceAlongLChimachogori3,9147,rcQW6T7un6criyu9o
chima jeogori,Red,No,2520,630,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal,Yes,For sale,A-long,L,TopsTexOnepieceAlongLChimachogori4,9148,LXzgWPoRmJQMr385Z
china poblana,Red,No,2520,630,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,Dress,H,TopsTexOnepieceDressHChinapoblanaRed,4484,bzp8qpTPEWfnDN5Yz
chiton,White,No,2520,630,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; theatrical,Yes,For sale,Box,N,TopsTexOnepieceBoxNGreece,3574,zgSYh4R7NMo5uNJ6L
clover dress,Green,No,1800,450,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Cute,everyday; fairy tale; party; vacation,Yes,For sale,Balloon,N,TopsTexOnepieceBalloonNClover0,4740,E2csgTak6CS2d4quK
clover dress,Dark green,No,1800,450,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; fairy tale; party; vacation,Yes,For sale,Balloon,N,TopsTexOnepieceBalloonNClover1,9430,bsABDAoPNuRQB78Qe
cold-country bunad,Blue,No,2520,630,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,formal; party,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNordic0,5442,TfhSbtNHyKWXoTaiw
cold-country bunad,Green,No,2520,630,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,formal; party,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNordic1,8174,77iLRBqijXj5f4CwN
cold-country bunad,Red,No,2520,630,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,formal; party,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNordic2,8175,TANqYsK7TqNmviEWY
cold-country dress,Blue,No,2520,630,Blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,formal; party,Yes,For sale,Dress,L,TopsTexOnepieceDressLNordic0,4650,NmQosuFR7ZckuvNLw
cold-country dress,Green,No,2520,630,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,formal; party,Yes,For sale,Dress,L,TopsTexOnepieceDressLNordic1,8162,Ln5WLbCnt988iMNdr
cold-country dress,Red,No,2520,630,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,formal; party,Yes,For sale,Dress,L,TopsTexOnepieceDressLNordic2,8163,gN7NCKf3cdDJjWHrd
concierge uniform,Green,No,1920,480,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLHotel0,3464,pr2h3ikXQCQ4MvZyM
concierge uniform,Red,No,1920,480,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLHotel1,7445,hgCf3aRj5gYBjTA5M
concierge uniform,White,No,1920,480,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLHotel2,7446,ekKymrXkjPkGkBHoF
concierge uniform,Brown,No,1920,480,Brown,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLHotel3,7447,pT4bZ29XErpCqK9Ht
concierge uniform,Light blue,No,1920,480,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,formal; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLHotel4,7448,FSmY4E7rWBssDHEgF
coveralls with arm covers,Green,No,1600,400,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLFarmer0,5288,omeza4x9Y7nunqPrf
coveralls with arm covers,Blue,No,1600,400,Light blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLFarmer1,9610,nKboH85cZPnwgsk89
coveralls with arm covers,Orange,No,1600,400,Orange,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLFarmer2,9611,Xp5KSHCwGhr7ZCMJB
coveralls with arm covers,Pink,No,1600,400,Pink,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLFarmer3,9612,YGyazjzmfwgJjRcQF
coveralls with arm covers,Purple,No,1600,400,Purple,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLFarmer4,9613,P9xSyAJEBT9tf3cyF
cyber suit,Blue,No,3500,875,Black,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLCyber0,5391,A8qvrfxJeCMggw96f
cyber suit,Yellow,No,3500,875,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLCyber1,8658,xDF9cNnGgSwDemzC6
cyber suit,Pink,No,3500,875,Black,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLCyber2,8659,8zsvmL5drNgv9ySiC
dazed dress,Pink,No,1600,400,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; fairy tale,Yes,For sale,A-line,N,TopsTexOnepieceAlineNYumeiro0,2783,oK6iym4jH45duxFtC
dazed dress,Blue,No,1600,400,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; fairy tale,Yes,For sale,A-line,N,TopsTexOnepieceAlineNYumeiro1,8300,mweQ9aKBGf9nMuxWh
dazed dress,Green,No,1600,400,Green,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Cute,everyday; fairy tale,Yes,For sale,A-line,N,TopsTexOnepieceAlineNYumeiro2,8301,EeveRpwDuWDL24dms
denim overalls,Blue,No,1600,400,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; vacation,Yes,For sale,Overall,L,TopsTexOnepieceOverallLSaropetto0,3668,bqeXZWDqvBy4eSZH8
denim overalls,Brown,No,1600,400,Brown,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; vacation,Yes,For sale,Overall,L,TopsTexOnepieceOverallLSaropetto1,9469,DrjJuu9HzYNc3y35A
denim overalls,Beige,No,1600,400,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; vacation,Yes,For sale,Overall,L,TopsTexOnepieceOverallLSaropetto2,9470,3D6JaCGwWKefBoBr3
denim overalls,Avocado,No,1600,400,Green,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; vacation,Yes,For sale,Overall,L,TopsTexOnepieceOverallLSaropetto3,9471,BfWgo4j66yvLPkzE5
denim overalls,White,No,1600,400,White,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; vacation,Yes,For sale,Overall,L,TopsTexOnepieceOverallLSaropetto4,9472,4p7PybxpZkZgRBHny
