Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
baby chair,Yellow,NA,Bear,Cushion,No,No,Yes,1,1200,300,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_2_0,2_0,3305,SrYrGG6KFSsL2t44t
baby chair,Yellow,NA,Strawberry,Cushion,No,No,Yes,1,1200,300,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_2_1,2_1,3305,BpCJtM8aCQG4npCgi
baby chair,Yellow,NA,Butterfly,Cushion,No,No,Yes,1,1200,300,Yellow,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_2_2,2_2,3305,2viSrxqmyLaJvzTCN
baby chair,Yellow,NA,Train,Cushion,No,No,Yes,1,1200,300,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_2_3,2_3,3305,TaiysCHzEZcmoaWxh
baby chair,Yellow,NA,Paw print,Cushion,No,No,Yes,1,1200,300,Yellow,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_2_4,2_4,3305,kfty2gGw5RRZSn83e
baby chair,Green,NA,Bear,Cushion,No,No,Yes,1,1200,300,Green,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_3_0,3_0,3305,GbFytCa455MMYZwsP
baby chair,Green,NA,Strawberry,Cushion,No,No,Yes,1,1200,300,Green,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_3_1,3_1,3305,5uhAs2KBzMWDjBhhN
baby chair,Green,NA,Butterfly,Cushion,No,No,Yes,1,1200,300,Green,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_3_2,3_2,3305,AAvLv8NDKAbmDAn5n
baby chair,Green,NA,Train,Cushion,No,No,Yes,1,1200,300,Green,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_3_3,3_3,3305,5HzSmLCFfoAfQ4ukQ
baby chair,Green,NA,Paw print,Cushion,No,No,Yes,1,1200,300,Green,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_3_4,3_4,3305,3e9b2NF4sqpynsAx2
baby chair,Blue,NA,Bear,Cushion,No,No,Yes,1,1200,300,Blue,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_4_0,4_0,3305,RMwmh5fZqQdxortFr
baby chair,Blue,NA,Strawberry,Cushion,No,No,Yes,1,1200,300,Blue,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_4_1,4_1,3305,qirfQTS5gihdZrjo7
baby chair,Blue,NA,Butterfly,Cushion,No,No,Yes,1,1200,300,Blue,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_4_2,4_2,3305,2w7g3DewPNN9w47Yu
baby chair,Blue,NA,Train,Cushion,No,No,Yes,1,1200,300,Blue,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_4_3,4_3,3305,kdizs26rBhoFN96R8
baby chair,Blue,NA,Paw print,Cushion,No,No,Yes,1,1200,300,Blue,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_4_4,4_4,3305,bm6bYatvhGTNsmo36
baby chair,White,NA,Bear,Cushion,No,No,Yes,1,1200,300,White,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_5_0,5_0,3305,LyPzknPf7igr4LEEk
baby chair,White,NA,Strawberry,Cushion,No,No,Yes,1,1200,300,White,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_5_1,5_1,3305,MExvKfHcM8ieNnr6p
baby chair,White,NA,Butterfly,Cushion,No,No,Yes,1,1200,300,White,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_5_2,5_2,3305,bxcu2gBDFQhKEpiHz
baby chair,White,NA,Train,Cushion,No,No,Yes,1,1200,300,White,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_5_3,5_3,3305,zKcKRjhc7Wb7KNnyd
baby chair,White,NA,Paw print,Cushion,No,No,Yes,1,1200,300,White,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_5_4,5_4,3305,6KtfAG6q5J5v4ihKh
baby chair,Black,NA,Bear,Cushion,No,No,Yes,1,1200,300,Black,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_6_0,6_0,3305,hu24KrPHNS3tA8ufv
baby chair,Black,NA,Strawberry,Cushion,No,No,Yes,1,1200,300,Black,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_6_1,6_1,3305,n37p2mDFJtcuqd3rs
baby chair,Black,NA,Butterfly,Cushion,No,No,Yes,1,1200,300,Black,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_6_2,6_2,3305,wnBYp2TgHjyzR5gRu
baby chair,Black,NA,Train,Cushion,No,No,Yes,1,1200,300,Black,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_6_3,6_3,3305,s2QnWwt8XqMkDaBow
baby chair,Black,NA,Paw print,Cushion,No,No,Yes,1,1200,300,Black,Colorful,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,None,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrBabychair_Remake_6_4,6_4,3305,wfyDHz4qnjgSATJ6A
bamboo basket,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1120,Green,Green,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Japanese Style,No,Does not play music,No lighting,Not for sale,FtrBambooBasket_Remake_0_0,0_0,3658,EhqChmN8mmQb5Xbrs
bamboo basket,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1120,Beige,Yellow,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Japanese Style,No,Does not play music,No lighting,Not for sale,FtrBambooBasket_Remake_1_0,1_0,3658,dAKRbYy67TArprnWc
bamboo basket,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1120,Brown,Green,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Japanese Style,No,Does not play music,No lighting,Not for sale,FtrBambooBasket_Remake_2_0,2_0,3658,TEGzshjkjEi8xNENg
bamboo bench,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,Green,Green,2x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrBambooChairL_Remake_0_0,0_0,710,2tCFN227dJ3Hg3WMj
bamboo bench,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,Yellow,Yellow,2x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrBambooChairL_Remake_1_0,1_0,710,zZwxBNb8kENP7Bbun
bamboo bench,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,Brown,Brown,2x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrBambooChairL_Remake_2_0,2_0,710,HrbrLwoxhytQxAtgy
bamboo doll,NA,NA,NA,NA,Yes,No,No,NA,NFS,2400,Green,Green,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Toy,No,Does not play music,No lighting,Not for sale,FtrBambooSurprisedbox,NA,3555,bGoF3W3Hv9bpFCb3N
bamboo floor lamp,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,Green,Green,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Lamp,No,Does not play music,Fluorescent,Not for sale,FtrBambooLamp_Remake_0_0,0_0,3557,oKBfrdHdJHZohuzKS
bamboo floor lamp,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,Yellow,Yellow,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Lamp,No,Does not play music,Fluorescent,Not for sale,FtrBambooLamp_Remake_1_0,1_0,3557,SfkBnfaHi6NWkaAW5
bamboo floor lamp,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1280,Brown,Brown,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Lamp,No,Does not play music,Fluorescent,Not for sale,FtrBambooLamp_Remake_2_0,2_0,3557,ydijPPy8uTsqMp5Xr
bamboo noodle slide,NA,NA,NA,NA,Yes,No,No,NA,NFS,3160,Green,Brown,3x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrBambooSomen,NA,5979,NG3b8xMm5pXGMmHMq
bamboo partition,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,2020,Green,White,2x0.5,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Screen,No,Does not play music,No lighting,Not for sale,FtrBambooScreen_Remake_0_0,0_0,3553,y8EchKnaboQBTeo3f
bamboo partition,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,2020,Yellow,White,2x0.5,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Screen,No,Does not play music,No lighting,Not for sale,FtrBambooScreen_Remake_1_0,1_0,3553,o455mYY5evSrec8gu
bamboo partition,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,3,NFS,2020,Brown,Gray,2x0.5,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Screen,No,Does not play music,No lighting,Not for sale,FtrBambooScreen_Remake_2_0,2_0,3553,tML8Tmvmyh7Y2d3vK
bamboo shelf,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,4,NFS,2400,Green,White,2x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrBambooShelf_Remake_0_0,0_0,3551,uucJrLxCbCQgn76vt
bamboo shelf,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,4,NFS,2400,Yellow,Purple,2x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrBambooShelf_Remake_1_0,1_0,3551,6k44YK9g9LPcD6eNy
bamboo shelf,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,4,NFS,2400,Brown,Gray,2x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrBambooShelf_Remake_2_0,2_0,3551,k2NAwacr6p5HwRfYP
bamboo speaker,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1230,Green,Beige,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Audio,No,Retro,No lighting,Not for sale,FtrBambooMusic_Remake_0_0,0_0,10743,WJ7AWij94wCSryAjs
bamboo speaker,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1230,Yellow,Beige,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Audio,No,Retro,No lighting,Not for sale,FtrBambooMusic_Remake_1_0,1_0,10743,TbCtKQ3pESjZA2fdi
bamboo speaker,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,1230,Brown,Beige,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Audio,No,Retro,No lighting,Not for sale,FtrBambooMusic_Remake_2_0,2_0,10743,94FEDXAad9ELWiCTL
bamboo stool,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,800,Green,Green,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrBambooStool_Remake_0_0,0_0,10742,Sum7NqgKH9mzAx9W2
bamboo stool,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,800,Yellow,Yellow,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrBambooStool_Remake_1_0,1_0,10742,NSwAuK4PkDRcyE59N
bamboo stool,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,2,NFS,800,Brown,Brown,1x1,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrBambooStool_Remake_2_0,2_0,10742,x2amvL7SFyHW664my
bamboo stopblock,Green bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,480,Green,Black,1x0.5,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrBambooCarstop_Remake_0_0,0_0,3556,evenswKam93cbDeao
bamboo stopblock,Dried bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,480,Yellow,Beige,1x0.5,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrBambooCarstop_Remake_1_0,1_0,3556,Nx7t9hM7jhfCu5pKW
bamboo stopblock,Smoke-cured bamboo,Bamboo,NA,NA,Yes,Yes,No,1,NFS,480,Brown,Black,1x0.5,NA,Crafting,,1.0.0,zen-style,None,bamboo,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrBambooCarstop_Remake_2_0,2_0,3556,rcGeNM8ZcnF3y3FHX
barbecue,Red,NA,NA,NA,No,No,No,NA,2500,625,Red,Colorful,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrBarbecuegrill_Remake_0_0,0_0,330,4iaPhJhwanmxMDFs5
barbecue,Yellow,NA,NA,NA,No,No,No,NA,2500,625,Yellow,Colorful,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrBarbecuegrill_Remake_1_0,1_0,330,XvEi9AfrWodjqcnnt
barbecue,Green,NA,NA,NA,No,No,No,NA,2500,625,Green,Colorful,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrBarbecuegrill_Remake_2_0,2_0,330,WGgHy5RPhRkTdktww
barbecue,White,NA,NA,NA,No,No,No,NA,2500,625,White,Colorful,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrBarbecuegrill_Remake_3_0,3_0,330,g9DxWX8qcrFpPjj2s
barbecue,Black,NA,NA,NA,No,No,No,NA,2500,625,Black,Colorful,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrBarbecuegrill_Remake_4_0,4_0,330,ArGHiDEjLyA7p8f66
barbell,Black,Plate color,NA,NA,Yes,Yes,No,7,NFS,7500,Black,Gray,2x1,NA,Crafting,,1.0.0,fitness,None,None,None,No,Sports,No,Does not play music,No lighting,Not for sale,FtrBarbell_Remake_0_0,0_0,4078,LWrHznT5ZyCtF2vjQ
barbell,White,Plate color,NA,NA,Yes,Yes,No,7,NFS,7500,White,Gray,2x1,NA,Crafting,,1.0.0,fitness,None,None,None,No,Sports,No,Does not play music,No lighting,Not for sale,FtrBarbell_Remake_1_0,1_0,4078,huZozQf8hjT2ADKjS
barbell,Red,Plate color,NA,NA,Yes,Yes,No,7,NFS,7500,Red,Gray,2x1,NA,Crafting,,1.0.0,fitness,None,None,None,No,Sports,No,Does not play music,No lighting,Not for sale,FtrBarbell_Remake_2_0,2_0,4078,x6rceFML9W22FHmbE
barbell,Colorful,Plate color,NA,NA,Yes,Yes,No,7,NFS,7500,Colorful,Gray,2x1,NA,Crafting,,1.0.0,fitness,None,None,None,No,Sports,No,Does not play music,No lighting,Not for sale,FtrBarbell_Remake_3_0,3_0,4078,dtmmNs3ZGLAjSK7zJ
barrel,NA,NA,NA,NA,Yes,No,No,NA,NFS,2100,Brown,Black,1x1,NA,Crafting,,1.0.0,garage,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrPirateBarrel,NA,1266,5BwwE5cFSHegMB6iK
basic teacher's desk,Standard,NA,NA,NA,No,No,No,NA,2000,500,Orange,Gray,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,Desk,No,Does not play music,No lighting,For sale,FtrSchoolTeachertable_Remake_0_0,0_0,1330,9N5CyjzJXCRqMBuS3
basic teacher's desk,Wooden,NA,NA,NA,No,No,No,NA,2000,500,Yellow,Yellow,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,Desk,No,Does not play music,No lighting,For sale,FtrSchoolTeachertable_Remake_1_0,1_0,1330,6Y6uYyKczyFayoPgQ
basic teacher's desk,Monotone,NA,NA,NA,No,No,No,NA,2000,500,White,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,None,No,Desk,No,Does not play music,No lighting,For sale,FtrSchoolTeachertable_Remake_2_0,2_0,1330,FqtaHr9oGCmoNR7eX
basketball hoop,Blue,NA,NA,NA,No,No,No,NA,11000,2750,Blue,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,school,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrBasketgoal_Remake_0_0,0_0,4226,Q3nShvpjMeN4k9x3E
basketball hoop,Green,NA,NA,NA,No,No,No,NA,11000,2750,Green,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,school,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrBasketgoal_Remake_1_0,1_0,4226,2s5mgpJK6H9B4Jc9v
basketball hoop,Black,NA,NA,NA,No,No,No,NA,11000,2750,Black,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,fitness,school,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrBasketgoal_Remake_2_0,2_0,4226,9KMogwX2SoozrdjAk
bathroom sink,White,NA,NA,NA,No,No,No,NA,3300,825,White,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,Yes,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWashstand_Remake_0_0,0_0,1229,XsomNbeiyXXsDYs9m
bathroom sink,Black,NA,NA,NA,No,No,No,NA,3300,825,Black,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,Yes,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWashstand_Remake_1_0,1_0,1229,ZfsXzfqM9aL7ekSkq
bathroom sink,Beige,NA,NA,NA,No,No,No,NA,3300,825,White,Brown,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,Yes,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWashstand_Remake_2_0,2_0,1229,LhXarn989bqYjBHmi
beach chair,White,NA,NA,NA,No,No,No,NA,920,230,White,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrBeachbed_Remake_0_0,0_0,664,qSh6YjFqutJvzYsKi
beach chair,Black,NA,NA,NA,No,No,No,NA,920,230,Black,Black,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrBeachbed_Remake_1_0,1_0,664,8RBCg487RN7ZshRww
beach chair,Blue,NA,NA,NA,No,No,No,NA,920,230,Blue,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrBeachbed_Remake_2_0,2_0,664,FPtBiEinuz7h58TDJ
beach chair,Orange,NA,NA,NA,No,No,No,NA,920,230,Orange,White,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrBeachbed_Remake_3_0,3_0,664,HaJrTWRsfd9QYTA4K
beach chair,Yellow,NA,NA,NA,No,No,No,NA,920,230,Yellow,Green,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrBeachbed_Remake_4_0,4_0,664,54w6Zog7Jq2mBydMr
