Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
beach ball,Blue,NA,NA,NA,No,No,No,NA,430,107,Blue,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Seaside,Yes,Does not play music,No lighting,For sale,FtrBeachball_Remake_1_0,1_0,9584,S76AqteAK5wCK3EaK
beach ball,Red,NA,NA,NA,No,No,No,NA,430,107,Red,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Seaside,Yes,Does not play music,No lighting,For sale,FtrBeachball_Remake_2_0,2_0,9584,AAmKMRwJtXLZ7Q5gY
beach ball,Watermelon,NA,NA,NA,No,No,No,NA,430,107,Green,Black,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ocean,None,None,None,Yes,Seaside,Yes,Does not play music,No lighting,For sale,FtrBeachball_Remake_3_0,3_0,9584,9Fr5G7gEkpJuvAfxp
bell cricket model,NA,NA,NA,NA,No,No,No,NA,NFS,1290,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectSuzumushiToy,NA,7096,apSjqHeXMQqunDq68
betta model,NA,NA,NA,NA,No,No,No,NA,NFS,7500,Light blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishBetaToy,NA,6937,6QbtWer62rhvhMTE5
bingo wheel,NA,NA,NA,NA,No,No,No,NA,1000,250,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,party,None,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrBingo,NA,864,atdJftYHmjRyrZctD
birthday cake,Whipped-cream topping,Variation,NA,NA,No,Yes,No,1,NFS,100,White,Colorful,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Seasonal Decor,No,Does not play music,Candle,Not for sale,FtrBirthdayCake_Remake_0_0,0_0,3592,QGv7TucCMZbT9GAgb
birthday cake,Chocolate buttercream,Variation,NA,NA,No,Yes,No,1,NFS,100,Brown,Colorful,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Seasonal Decor,No,Does not play music,Candle,Not for sale,FtrBirthdayCake_Remake_1_0,1_0,3592,a5kQSAhzKMNd49to5
birthday cake,Strawberry buttercream,Variation,NA,NA,No,Yes,No,1,NFS,100,Pink,Colorful,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Seasonal Decor,No,Does not play music,Candle,Not for sale,FtrBirthdayCake_Remake_2_0,2_0,3592,Du5mKiJzoveS4wgwm
birthday candles,Colorful,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Colorful,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_0_0,0_0,3591,8pMxBykz4fEvwHhmu
birthday candles,Pink,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Pink,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_1_0,1_0,3591,9wmjv2pwBf4hK6EsK
birthday candles,Blue,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Blue,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_2_0,2_0,3591,MDFyHoCvmAegjhDYS
birthday candles,Green,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Green,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_3_0,3_0,3591,Z2prrYjqsQZJeNKeM
birthday candles,Orange,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Orange,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_4_0,4_0,3591,ZBfb7tSgjSYvhbL2g
birthday candles,Gorgeous,Variation,NA,NA,No,Yes,No,1,NFS,300,Colorful,Black,1x1,Birthday,,1.0.0,party,fancy,None,birthday,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrBirthdayCandle_Remake_5_0,5_0,3591,dgxjSdNfTJaixZT92
bitterling model,NA,NA,NA,NA,No,No,No,NA,NFS,2700,Light blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishTanagoToy,NA,6931,wuQsW98QWyCPrKT2M
black bass model,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Green,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishBlackbassToy,NA,6938,Gso4EevDL7KsjgPx2
blowfish model,NA,NA,NA,NA,No,No,No,NA,NFS,15000,Beige,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishFuguToy,NA,6951,oTX5PGr3f57ch9B8a
blue marlin model,NA,NA,NA,NA,No,No,No,NA,NFS,30000,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishKajikiToy,NA,6963,2eFAcmTSuPsQhKnka
blue weevil beetle model,NA,NA,NA,NA,No,No,No,NA,NFS,2400,Green,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectHousekizoumushiToy,NA,7118,XTn7faXJPnav4qMti
bluegill model,NA,NA,NA,NA,No,No,No,NA,NFS,540,Blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishBlueguillToy,NA,6939,jvNKXHzJPBLggXCbF
board game,Simple path game,NA,NA,NA,No,No,No,NA,1300,325,Green,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,living room,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrBoardgame_Remake_0_0,0_0,7599,ftczygdJQ4xWzN2fP
board game,Territory game,NA,NA,NA,No,No,No,NA,1300,325,Orange,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,living room,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrBoardgame_Remake_1_0,1_0,7599,WuskmRMXubtrfBquq
board game,Kids' game,NA,NA,NA,No,No,No,NA,1300,325,White,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,living room,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrBoardgame_Remake_2_0,2_0,7599,twTqZXghtkuCxmNu4
book,Western literature,NA,NA,NA,No,No,No,NA,290,72,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,No,Does not play music,No lighting,For sale,FtrBookOpened_Remake_0_0,0_0,3582,NjTf5TNrF5By3PyBN
book,Japanese literature,NA,NA,NA,No,No,No,NA,290,72,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,No,Does not play music,No lighting,For sale,FtrBookOpened_Remake_1_0,1_0,3582,ioqMDRcZznW9Xe856
book,Encyclopedia,NA,NA,NA,No,No,No,NA,290,72,White,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,No,Does not play music,No lighting,For sale,FtrBookOpened_Remake_2_0,2_0,3582,i7xJZokE4LJ5HZxf4
book,Textbook,NA,NA,NA,No,No,No,NA,290,72,White,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,school,None,None,No,Study,No,Does not play music,No lighting,For sale,FtrBookOpened_Remake_3_0,3_0,3582,ZDNwaSDDfoCPtQbsA
book stands,Colorful,NA,NA,NA,No,No,No,NA,1100,275,White,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,No,Does not play music,No lighting,For sale,FtrBookstand_Remake_0_0,0_0,870,cP2tnipAuTBsNWgGR
book stands,Brown,NA,NA,NA,No,No,No,NA,1100,275,Blue,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,No,Does not play music,No lighting,For sale,FtrBookstand_Remake_1_0,1_0,870,mHCeLAyB66qW2ydud
book stands,Black,NA,NA,NA,No,No,No,NA,1100,275,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,No,Does not play music,No lighting,For sale,FtrBookstand_Remake_2_0,2_0,870,FjCkGrMFMX4fNKamq
book stands,Pastel,NA,NA,NA,No,No,No,NA,1100,275,Pink,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,den,child's room,None,None,No,Study,No,Does not play music,No lighting,For sale,FtrBookstand_Remake_3_0,3_0,870,24P3zZHJEDv36mF2a
bottled ship,Trading ship,NA,NA,NA,No,No,No,NA,1800,450,Light blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,ocean,folk art,None,None,No,Seaside,No,Does not play music,No lighting,For sale,FtrBottleship_Remake_0_0,0_0,683,aXnyQZbwg76SzBQHa
bottled ship,Leisure boat,NA,NA,NA,No,No,No,NA,1800,450,Light blue,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,ocean,folk art,None,None,No,Seaside,No,Does not play music,No lighting,For sale,FtrBottleship_Remake_1_0,1_0,683,j2ApyozojYzK7Khri
bottled ship,Pirate ship,NA,NA,NA,No,No,No,NA,1800,450,Light blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,ocean,folk art,None,None,No,Seaside,No,Does not play music,No lighting,For sale,FtrBottleship_Remake_2_0,2_0,683,9QojZZtJs3kCNXSXM
brine-shrimp aquarium,NA,NA,NA,NA,No,No,No,NA,1400,350,Purple,Purple,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,child's room,None,None,Yes,Special Fish,No,Does not play music,No lighting,For sale,FtrArtemiaAquarium,NA,11283,WNBo7KaagynoiWHmT
bronze bug trophy,NA,NA,NA,NA,No,No,No,NA,NFS,400,Red,Brown,1x1,Bug-Off,,1.0.0,expensive,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyInsectBronz,NA,1205,Lcw28JjoCnK455tB6
bronze fish trophy,NA,NA,NA,NA,No,No,No,NA,NFS,400,Red,Brown,1x1,Fishing Tourney,,1.0.0,expensive,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyFishBronz,NA,1202,QjFjDoKfGabSFRGx9
bronze HHA trophy,NA,NA,NA,NA,No,No,No,NA,NFS,400,Red,Brown,1x1,HHA,,1.0.0,expensive,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,FtrTrophyHhaBronze,NA,7098,F87oKJpdoQRAkaFaW
brown cicada model,NA,NA,NA,NA,No,No,No,NA,NFS,750,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectAburazemiToy,NA,7046,wjYSHsmJgrehZZWDw
Bunny Day basket,NA,NA,NA,NA,No,No,No,NA,NFS,1200,Colorful,Beige,1x1,Bunny Day,From Zipper after trading one of every egg (all 6 types) during Bunny Day.,1.1.0,fancy,None,Bunny Day,None,No,Easter,No,Does not play music,No lighting,Not for sale,FtrEggBasket,NA,12438,NfeT86ehRvW2dtd4v
Bunny Day lamp,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Orange,Orange,1x1,Crafting,,1.1.0,fancy,None,Bunny Day,None,Yes,Lamp,No,Does not play music,Fluorescent,Not for sale,FtrEggLamp,NA,12413,zhFHGB6w4uL4QjaCt
butterfly fish model,NA,NA,NA,NA,No,No,No,NA,NFS,3000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishChouchouuoToy,NA,6941,47ssmN3qnpt9bZaze
camp stove,Yellow,NA,NA,NA,No,No,No,NA,1300,325,Yellow,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrKocher_Remake_0_0,0_0,889,f2oAZ3DFHBA54nsjT
camp stove,Red,NA,NA,NA,No,No,No,NA,1300,325,Red,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrKocher_Remake_1_0,1_0,889,NsuqM6fiYxvCWxXdu
camp stove,Blue,NA,NA,NA,No,No,No,NA,1300,325,Blue,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrKocher_Remake_2_0,2_0,889,X3EqPxiDm3dQgGfDK
camp stove,Green,NA,NA,NA,No,No,No,NA,1300,325,Green,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrKocher_Remake_3_0,3_0,889,GJSzHBLmzK9CAtJNr
camp stove,Brown,NA,NA,NA,No,No,No,NA,1300,325,Brown,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrKocher_Remake_4_0,4_0,889,Cnbap3jDFwXwguaCp
camp stove,Black,NA,NA,NA,No,No,No,NA,1300,325,Black,Gray,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrKocher_Remake_5_0,5_0,889,Jitf3NoWYksi6Pyzc
candle,Gold,NA,NA,NA,No,No,No,NA,600,150,Yellow,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,horror,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrCandle_Remake_0_0,0_0,2562,ZzpJaP2qb5DjtY9De
candle,Silver,NA,NA,NA,No,No,No,NA,600,150,Gray,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,horror,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrCandle_Remake_1_0,1_0,2562,3D6sojtwhEA2sFfy9
candle,Copper,NA,NA,NA,No,No,No,NA,600,150,Brown,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,horror,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrCandle_Remake_2_0,2_0,2562,sttJSK7SAGqLrfwWk
candle,Black,NA,NA,NA,No,No,No,NA,600,150,Black,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,horror,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrCandle_Remake_3_0,3_0,2562,oRDfNs96TvcdT8Qg7
candle,White,NA,NA,NA,No,No,No,NA,600,150,White,White,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,horror,None,None,None,Yes,Lamp,No,Does not play music,Candle,For sale,FtrCandle_Remake_4_0,4_0,2562,zFvAFr9HpzF9nsMKW
cardboard box,Plain,NA,NA,NA,No,No,No,NA,120,30,Yellow,Yellow,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,No,Does not play music,No lighting,For sale,FtrCardboard_Remake_0_0,0_0,3672,rPthPi8LRd5cpuddZ
cardboard box,Labeled,NA,NA,NA,No,No,No,NA,120,30,Yellow,Blue,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,No,Does not play music,No lighting,For sale,FtrCardboard_Remake_1_0,1_0,3672,4fE8SB7Q9gBu6y6tZ
cardboard box,Oranges,NA,NA,NA,No,No,No,NA,120,30,Yellow,Orange,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,No,Does not play music,No lighting,For sale,FtrCardboard_Remake_2_0,2_0,3672,oeKqJ9CYzSav7ziZP
cardboard box,Apples,NA,NA,NA,No,No,No,NA,120,30,White,Red,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,No,Does not play music,No lighting,For sale,FtrCardboard_Remake_3_0,3_0,3672,Z8xLg3xTwQ7wr5vZs
cardboard box,Peaches,NA,NA,NA,No,No,No,NA,120,30,White,Pink,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,No,Does not play music,No lighting,For sale,FtrCardboard_Remake_4_0,4_0,3672,rf5voSYbjkv8Qcteq
cardboard box,Pears,NA,NA,NA,No,No,No,NA,120,30,White,Green,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,No,Does not play music,No lighting,For sale,FtrCardboard_Remake_5_0,5_0,3672,9TGvM96PPPDXNPmG2
cardboard box,Cherries,NA,NA,NA,No,No,No,NA,120,30,Yellow,Red,1x1,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,garage,None,cardboard,None,No,Desk,No,Does not play music,No lighting,For sale,FtrCardboard_Remake_6_0,6_0,3672,XcBHngsQ9jZqE5Jh2
carp model,NA,NA,NA,NA,No,No,No,NA,NFS,900,Gray,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishKoiToy,NA,6980,CDuhvehXthFWPPR27
cartoonist's set,Black,NA,Blank,Manuscript paper,No,No,Yes,1,1200,300,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_0_0,0_0,4122,4Lxcoizn9W6XhXfXg
cartoonist's set,Black,NA,Comic plan,Manuscript paper,No,No,Yes,1,1200,300,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_0_1,0_1,4122,QCDg2YCMq7DqRtPDL
cartoonist's set,Black,NA,Gag comic,Manuscript paper,No,No,Yes,1,1200,300,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_0_2,0_2,4122,bxurwTSAiN8T5T4HX
cartoonist's set,Silver,NA,Blank,Manuscript paper,No,No,Yes,1,1200,300,Gray,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_1_0,1_0,4122,qKSNtTYmDrwNaJfLX
cartoonist's set,Silver,NA,Comic plan,Manuscript paper,No,No,Yes,1,1200,300,Gray,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_1_1,1_1,4122,Zch7iTn7zkjMABXC3
cartoonist's set,Silver,NA,Gag comic,Manuscript paper,No,No,Yes,1,1200,300,Gray,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_1_2,1_2,4122,o6fHDD4aPFEcih4Hp
cartoonist's set,Pink,NA,Blank,Manuscript paper,No,No,Yes,1,1200,300,Pink,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_2_0,2_0,4122,aZdnrJuj726u5omFc
cartoonist's set,Pink,NA,Comic plan,Manuscript paper,No,No,Yes,1,1200,300,Pink,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_2_1,2_1,4122,k3fgnQMBg25xA3r6E
cartoonist's set,Pink,NA,Gag comic,Manuscript paper,No,No,Yes,1,1200,300,Pink,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_2_2,2_2,4122,Xj4uCa4i7mm9Mmb4y
cartoonist's set,Brown,NA,Blank,Manuscript paper,No,No,Yes,1,1200,300,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_3_0,3_0,4122,vhwgEkm6EWuiyWkDs
cartoonist's set,Brown,NA,Comic plan,Manuscript paper,No,No,Yes,1,1200,300,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_3_1,3_1,4122,sYEhFdGSgKNmGbrLu
cartoonist's set,Brown,NA,Gag comic,Manuscript paper,No,No,Yes,1,1200,300,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Study,No,Does not play music,Emission,For sale,FtrCartoonistset_Remake_3_2,3_2,4122,MGdYG2rhXEiWNDZW6
cassette player,Red,NA,NA,NA,No,No,No,NA,2000,500,Red,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Yes,Cheap,No lighting,For sale,FtrRadicaseW_Remake_0_0,0_0,1708,wjaXHnbwi7YFjM224
cassette player,Yellow,NA,NA,NA,No,No,No,NA,2000,500,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Yes,Cheap,No lighting,For sale,FtrRadicaseW_Remake_1_0,1_0,1708,kHAMTYkzkMDYhPyRQ
cassette player,Green,NA,NA,NA,No,No,No,NA,2000,500,Green,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Yes,Cheap,No lighting,For sale,FtrRadicaseW_Remake_2_0,2_0,1708,sQMnjDBBwx4RYWHHA
cassette player,Blue,NA,NA,NA,No,No,No,NA,2000,500,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Yes,Cheap,No lighting,For sale,FtrRadicaseW_Remake_3_0,3_0,1708,2qkZWbXuHnjvWWn4D
cassette player,Pink,NA,NA,NA,No,No,No,NA,2000,500,Pink,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Yes,Cheap,No lighting,For sale,FtrRadicaseW_Remake_4_0,4_0,1708,8xHQnKhpysFivyZ7Y
cassette player,Silver,NA,NA,NA,No,No,No,NA,2000,500,Gray,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Yes,Cheap,No lighting,For sale,FtrRadicaseW_Remake_5_0,5_0,1708,ZFycQMQ2q3ihg7mTk
cassette player,White,NA,NA,NA,No,No,No,NA,2000,500,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,Yes,Audio,Yes,Cheap,No lighting,For sale,FtrRadicaseW_Remake_6_0,6_0,1708,PMDnmo8k9iymJbqfL
