order,family,Genus,species,mass,gestation,newborn,weaning,wean mass,AFR,max. life,litter size,litters/year
Rodentia,Muridae,Myopus,schisticolor,25,0.71,3.2,0.67,15.65,1.07,12,4.63,2
Rodentia,Muridae,Myospalax,myospalax,-999,-999,not measured,-999,-999,-999,0,3,1
Rodentia,Muridae,Mystromys,albicaudatus,106,1.26,6.25,1.07,39,3.28,72,3.18,
Rodentia,Muridae,Nannospalax,leucodon,178,-999,5,1.5,-999,-999,0,3.5,1
Rodentia,Muridae,Neacomys,tenuipes,19,-999,not measured,-999,-999,1,0,3.8,6.1
Rodentia,Muridae,Nectomys,squamipes,290,-999,not measured,-999,-999,-999,0,4.13,
Rodentia,Muridae,Nectomys,parvipes,257.5,-999,not measured,-999,-999,-999,0,4.5,
Rodentia,Muridae,Neofiber,alleni,269,0.93,11.08,0.75,-999,2.98,0,2.34,4.53
Rodentia,Muridae,Neotoma,devia,96.7,1.2,10,0.7,-999,2.5,0,2.1,
Rodentia,Muridae,Neotoma,fuscipes,233.58,1.02,12.1,0.88,-999,6,0,2.65,1.17
Rodentia,Muridae,Neotoma,stephensi,142,1.03,10.6,1.31,35,9.5,0,1.08,1.95
Rodentia,Muridae,Neotoma,cinerea,335.5,0.98,13.5,0.9,107.03,11.59,36,3.68,2
Rodentia,Muridae,Neotoma,phenax,227.5,-999,not measured,-999,-999,-999,0,2,2
Rodentia,Muridae,Neotoma,mexicana,203,1.09,10.4,-999,-999,2,0,2.1,2
Rodentia,Muridae,Neotoma,albigula,198,1.19,11.35,0.96,78.15,5,92,2.15,2
Rodentia,Muridae,Neotoma,lepida,125.33,1.1,8.96,0.95,34.63,4.21,67,2.92,2
Rodentia,Muridae,Neotoma,micropus,236.33,1.14,11.7,0.87,35.6,4.48,40,2.51,2.4
Rodentia,Muridae,Neotoma,floridana,370.5,1.2,13.28,0.73,50.45,4.71,36,3.1,2.5
Rodentia,Muridae,Neotomodon,alstoni,50,0.91,3.4,-999,-999,3.99,0,3.25,2
Rodentia,Muridae,Nesokia,indica,143.5,0.57,not measured,-999,-999,-999,0,4.09,
Rodentia,Muridae,Niviventer,niviventer,66.4,-999,3.75,-999,-999,-999,0,-999,
Rodentia,Muridae,Notomys,cervinus,35,1.4,3,1.09,-999,5.3,0,2.83,
Rodentia,Muridae,Notomys,fuscus,35,1.14,not measured,1,-999,2.7,0,2.9,
Rodentia,Muridae,Notomys,aquilo,39,1.75,not measured,-999,-999,-999,0,3,
Rodentia,Muridae,Notomys,mitchellii,52,1.21,not measured,1,-999,2.4,0,3.27,
Rodentia,Muridae,Notomys,alexis,35,1.16,2.83,0.98,12.5,2.5,62,3.89,
Rodentia,Muridae,Nyctomys,sumichrasti,53.33,1.09,5.2,0.7,40,-999,62,2,
Rodentia,Muridae,Ochrotomys,nuttalli,22,0.95,2.63,0.63,10.9,-999,101,2.55,
Rodentia,Muridae,Oecomys,concolor,60.67,-999,not measured,-999,-999,3,0,3.6,4.2
Rodentia,Muridae,Oenomys,hypoxanthus,85.5,-999,not measured,1,30,3.83,0,3.92,
Rodentia,Muridae,Oligoryzomys,nigripes,22.65,0.83,3.3,0.49,-999,1.93,0,3.3,
Rodentia,Muridae,Oligoryzomys,flavescens,21,-999,not measured,-999,-999,-999,0,3.4,
Rodentia,Muridae,Oligoryzomys,longicaudatus,27.75,-999,not measured,-999,-999,-999,0,4,
Rodentia,Muridae,Ondatra,zibethicus,1135.8,0.91,21.92,0.84,152.1,4.96,120,6.28,2.68
Rodentia,Muridae,Onychomys,leucogaster,40,1.08,2.65,0.91,13.2,4.06,60,3.63,2.5
Rodentia,Muridae,Onychomys,torridus,19,0.97,2.32,0.69,9.35,2.1,55,3.58,2.6
Rodentia,Muridae,Oryzomys,subflavus,7.5,-999,not measured,1,-999,-999,0,4.8,
Rodentia,Muridae,Oryzomys,palustris,47.67,0.8,3.42,0.5,22.25,1.78,0,3.77,5.5
Rodentia,Muridae,Oryzomys,capito,63.15,0.88,3.85,-999,-999,1.45,0,3.33,5.93
Rodentia,Muridae,Otomys,sloggetti,121,1.27,11.4,0.6,27.5,2.75,0,1.44,
Rodentia,Muridae,Otomys,typus,-999,-999,12.5,-999,-999,-999,0,1.5,
Rodentia,Muridae,Otomys,denti,-999,-999,20,-999,-999,-999,0,1.79,
Rodentia,Muridae,Otomys,angoniensis,150.95,-999,not measured,-999,-999,-999,0,2.92,
Rodentia,Muridae,Otomys,irroratus,146.85,1.3,14.5,0.42,30,2.7,22,1.78,4.25
Rodentia,Muridae,Ototylomys,phyllotis,101,1.81,10.2,1.08,-999,0.86,0,2.3,
Rodentia,Muridae,Oxymycterus,rufus,85.5,-999,not measured,0.47,-999,3.54,0,3.02,
Rodentia,Muridae,Pachyuromys,duprasi,32.5,0.71,not measured,0.97,-999,-999,53,4.06,
Rodentia,Muridae,Parotomys,brantsii,120,-999,not measured,-999,-999,4.07,0,-999,
Rodentia,Muridae,Pelomys,minor,50,-999,not measured,-999,-999,-999,0,2.5,
Rodentia,Muridae,Pelomys,fallax,118,-999,not measured,-999,-999,-999,0,2.67,
Rodentia,Muridae,Peromyscus,hooperi,36,1.12,2.62,0.76,10.07,2.3,0,-999,
Rodentia,Muridae,Peromyscus,megalops,71,-999,3.9,0.74,16,1.57,0,1.8,
Rodentia,Muridae,Peromyscus,melanocarpus,59,1.12,4.5,0.73,-999,-999,0,1.9,
Rodentia,Muridae,Peromyscus,mexicanus,60.5,1.09,4.4,-999,-999,-999,0,2.27,
Rodentia,Muridae,Peromyscus,interparietalis,-999,-999,2.74,0.62,-999,-999,0,2.4,
Rodentia,Muridae,Peromyscus,perfulvus,40,1.44,3,-999,-999,-999,0,2.6,
Rodentia,Muridae,Peromyscus,melanophrys,40,0.82,not measured,1.05,-999,-999,0,2.95,
Rodentia,Muridae,Peromyscus,pectoralis,31.5,0.77,not measured,-999,-999,-999,0,3,
Rodentia,Muridae,Peromyscus,gratus,26.9,0.87,not measured,-999,-999,-999,0,3,
Rodentia,Muridae,Peromyscus,boylii,28.7,0.82,2.2,0.88,-999,1.62,0,3.19,
Rodentia,Muridae,Peromyscus,yucatanicus,26.3,1.03,2.5,-999,13.1,-999,0,3.5,
Rodentia,Muridae,Peromyscus,gossypinus,29,0.83,2.2,0.81,13.69,1.68,0,3.6,
Rodentia,Muridae,Peromyscus,difficilis,28,-999,not measured,0.87,-999,-999,0,3.9,
Rodentia,Muridae,Peromyscus,attwateri,30,-999,not measured,-999,-999,-999,0,4,
Rodentia,Muridae,Peromyscus,nasutus,28,-999,not measured,-999,-999,-999,0,5,
Rodentia,Muridae,Peromyscus,sitkensis,28.3,-999,not measured,-999,-999,-999,0,-999,2
Rodentia,Muridae,Peromyscus,crinitus,16.33,0.82,2.2,0.87,13.87,3.77,0,3.08,2.05
Rodentia,Muridae,Peromyscus,polionotus,14,0.79,1.63,0.76,6.77,0.99,0,3.6,2.7
Rodentia,Muridae,Peromyscus,truei,27,0.99,2.32,0.85,10.5,1.18,0,3.5,3.4
Rodentia,Muridae,Peromyscus,maniculatus,20.5,0.88,1.83,0.84,8.95,2.58,100,4.73,3.4
Rodentia,Muridae,Peromyscus,eremicus,25,0.85,2.33,0.82,-999,4.23,0,2.63,3.5
Rodentia,Muridae,Peromyscus,leucopus,23,0.83,1.89,0.77,9.58,2.33,0,4.42,3.9
Rodentia,Muridae,Peromyscus,californicus,42,0.97,4.46,0.98,18.65,1.5,0,2.02,4.56
Rodentia,Muridae,Peromyscus,melanotis,39.6,0.84,1.67,-999,-999,-999,0,4.26,7.5
Rodentia,Muridae,Petromyscus,collinus,21,-999,2.1,1.05,-999,-999,0,2.56,1
Rodentia,Muridae,Phenacomys,ungava,27,0.75,2.4,0.68,10,1.25,48,4.9,
Rodentia,Muridae,Phenacomys,intermedius,33,0.71,2.18,0.63,15.28,1.21,48,4.58,2.3
Rodentia,Muridae,Phodopus,campbelli,23.4,-999,not measured,-999,-999,1.5,0,-999,3.5
Rodentia,Muridae,Phodopus,sungorus,23.4,0.65,1.77,0.65,14.8,3.95,38,5,3.5
Rodentia,Muridae,Phodopus,roborovskii,-999,0.7,1.45,0.63,18.1,8,0,6,3.5
Rodentia,Muridae,Phyllotis,darwini,50.83,1.12,not measured,-999,-999,-999,0,-999,
Rodentia,Muridae,Pithecheir,parvus,104,-999,not measured,-999,-999,-999,0,2,
Rodentia,Muridae,Podomys,floridanus,31.25,0.77,2.4,0.84,11.5,-999,89,2.74,
Rodentia,Muridae,Pogonomelomys,sevia,60.9,-999,not measured,-999,-999,-999,0,1,
Rodentia,Muridae,Pogonomys,sylvestris,39.1,-999,not measured,-999,-999,-999,0,1.67,
Rodentia,Muridae,Pogonomys,loriae,95,-999,not measured,-999,-999,-999,0,1.67,
Rodentia,Muridae,Pogonomys,macrourus,45.1,-999,not measured,-999,-999,-999,29,2.33,
Rodentia,Muridae,Praomys,jacksoni,40,1.18,not measured,1,20,2.37,0,3.2,
Rodentia,Muridae,Praomys,morio,21,1.04,2.7,0.94,-999,3.04,0,3.33,
Rodentia,Muridae,Praomys,tullbergi,36.97,0.8,2.7,0.82,10.5,2.69,62,3.5,
Rodentia,Muridae,Praomys,delectorum,27,-999,not measured,-999,-999,-999,0,6,
Rodentia,Muridae,Psammomys,obesus,177.33,0.88,6.25,0.89,40,5.49,0,3.53,
Rodentia,Muridae,Pseudomys,fuscus,148,1.28,7.25,1.29,-999,-999,0,1.78,
Rodentia,Muridae,Pseudomys,oralis,95,-999,not measured,-999,-999,-999,0,2.5,
Rodentia,Muridae,Pseudomys,hermannsburgensis,12,1.06,not measured,1,-999,2.51,0,2.75,
Rodentia,Muridae,Pseudomys,pilligaensis,11,0.93,not measured,-999,-999,-999,0,3,
Rodentia,Muridae,Pseudomys,delicatulus,11,0.99,1,1,-999,-999,0,3,
Rodentia,Muridae,Pseudomys,gracilicaudatus,63,0.9,4.35,0.94,24,-999,0,3,
Rodentia,Muridae,Pseudomys,desertor,25,0.98,not measured,0.84,-999,2.5,0,3,
Rodentia,Muridae,Pseudomys,nanus,34,0.8,not measured,0.77,-999,3.33,0,3,
Rodentia,Muridae,Pseudomys,australis,65,1.02,4,0.87,12.5,3.59,67,3.15,
Rodentia,Muridae,Pseudomys,fieldi,45,0.82,not measured,1,-999,-999,0,3.5,
Rodentia,Muridae,Pseudomys,praeconis,45,1,not measured,1,-999,-999,0,3.5,
Rodentia,Muridae,Pseudomys,shortridgei,64,-999,not measured,-999,-999,11,0,3,1
Rodentia,Muridae,Pseudomys,albocinereus,26,1.27,not measured,1,-999,2.5,0,4.27,1
Rodentia,Muridae,Pseudomys,higginsi,60.1,1.07,5,0.98,-999,9,48,3.2,1.5
Rodentia,Muridae,Pseudomys,fumeus,70,-999,not measured,-999,-999,-999,0,3.5,1.5
Rodentia,Muridae,Pseudomys,apodemoides,20,1.48,not measured,1.17,11,-999,0,4.5,3
Rodentia,Muridae,Pseudomys,novaehollandiae,18,1.06,1.8,0.91,-999,3.01,0,3.67,3.5
Rodentia,Muridae,Rattus,colletti,61,-999,not measured,-999,-999,2,0,-999,
Rodentia,Muridae,Rattus,villosissimus,200,-999,not measured,-999,-999,2.33,0,-999,
Rodentia,Muridae,Rattus,tiomanicus,127.5,0.77,4.1,-999,-999,-999,0,3.35,
Rodentia,Muridae,Rattus,leucopus,124,0.75,not measured,0.83,-999,3.69,0,3.5,
Rodentia,Muridae,Rattus,steini,155,-999,not measured,-999,-999,-999,0,4,
Rodentia,Muridae,Rattus,praetor,139.35,-999,not measured,-999,-999,-999,0,5,
Rodentia,Muridae,Rattus,tunneyi,113.5,0.72,not measured,0.75,-999,1.24,0,5.75,
Rodentia,Muridae,Rattus,sordidus,125,0.72,3,-999,-999,2.07,0,6,
Rodentia,Muridae,Rattus,argentiventer,202,0.71,not measured,-999,-999,1.6,0,6.94,
Rodentia,Muridae,Rattus,lutreolus,115,0.88,4.87,0.83,25,2.6,29,4.91,2.53
Rodentia,Muridae,Rattus,fuscipes,133,0.86,4.5,0.97,21.28,3.51,0,4.08,3.3
Rodentia,Muridae,Rattus,exulans,70,0.73,2.62,0.78,22.76,4.08,0,3.63,3.37
Rodentia,Muridae,Rattus,norvegicus,280,0.71,5.81,0.82,63.75,2.22,0,8.72,3.68
Rodentia,Muridae,Rattus,rattus,246.5,0.74,4.55,0.86,39.68,3.82,50,5.95,4.28
Rodentia,Muridae,Reithrodon,auritus,72.17,-999,not measured,-999,-999,2,0,4.53,
Rodentia,Muridae,Reithrodontomys,humulis,10.3,0.75,1.09,0.76,-999,3.44,27,2.9,
Rodentia,Muridae,Reithrodontomys,megalotis,11.03,0.76,1.33,0.7,-999,3.53,0,3.32,
Rodentia,Muridae,Reithrodontomys,montanus,9,0.74,1.04,0.49,5.4,2.46,0,4.14,
Rodentia,Muridae,Reithrodontomys,raviventris,11.05,-999,not measured,-999,-999,-999,0,3.85,1
Rodentia,Muridae,Reithrodontomys,fulvescens,12.5,-999,1.08,0.48,3.25,-999,0,3.1,2
Rodentia,Muridae,Rhabdomys,pumilio,51,0.83,2.67,0.49,8.45,1.78,35,6.56,4
Rodentia,Muridae,Rhipidomys,latimanus,57.5,-999,not measured,-999,-999,-999,0,2,
Rodentia,Muridae,Rhipidomys,mastacalis,75,-999,not measured,-999,-999,-999,0,3.8,3.5
Rodentia,Muridae,Rhizomys,sumatrensis,3000,-999,not measured,3,-999,-999,0,-999,
Rodentia,Muridae,Rhizomys,pruinosus,2450,-999,not measured,4,-999,-999,0,-999,
Rodentia,Muridae,Rhombomys,opimus,143,0.92,4.75,0.73,-999,3.5,48,5.76,2.5
Rodentia,Muridae,Saccostomus,campestris,47.38,0.69,2.6,1,-999,2.17,33,6.99,
Rodentia,Muridae,Scotinomys,teguina,12,1.01,1.35,0.68,-999,1.13,0,2.79,
Rodentia,Muridae,Scotinomys,xerampelinus,15,1.09,1.35,0.79,-999,1.73,0,3.03,
Rodentia,Muridae,Sekeetamys,calurus,38.5,-999,not measured,-999,-999,-999,65,2.85,
Rodentia,Muridae,Sigmodon,leucotis,135.5,1.17,not measured,-999,-999,-999,0,-999,
Rodentia,Muridae,Sigmodon,ochrognathus,113.67,1.15,5.55,0.5,35.55,1.36,0,3.75,
Rodentia,Muridae,Sigmodon,fulviventer,211,1.17,not measured,-999,-999,1.5,0,5,
Rodentia,Muridae,Sigmodon,hispidus,185,0.89,6.69,0.49,23.56,1.31,62,5.58,2
Rodentia,Muridae,Sigmodon,alstoni,55.7,-999,not measured,-999,-999,2,0,5,5
Rodentia,Muridae,Spalax,microphthalmus,-999,-999,not measured,-999,-999,-999,0,2.61,1
Rodentia,Muridae,Steatomys,krebsii,24,-999,not measured,-999,-999,-999,0,4.4,
Rodentia,Muridae,Steatomys,pratensis,25.53,-999,1.55,-999,-999,-999,0,4.67,
Rodentia,Muridae,Stochomys,longicaudatus,74.5,-999,not measured,-999,-999,-999,0,3,
Rodentia,Muridae,Sundamys,muelleri,334,-999,not measured,-999,-999,-999,24,3.8,
Rodentia,Muridae,Synaptomys,cooperi,37.05,0.77,3.46,0.75,20,-999,30,3.34,2.5
Rodentia,Muridae,Synaptomys,borealis,21.3,-999,not measured,-999,-999,-999,0,4.4,2.5
Rodentia,Muridae,Tachyoryctes,ruandae,-999,1.58,14,-999,-999,-999,0,1.5,
Rodentia,Muridae,Tachyoryctes,splendens,207.5,1.36,20,1.3,-999,4.99,37,1.44,2.07
Rodentia,Muridae,Tateomys,rhinogradoides,84,-999,not measured,-999,82.8,-999,0,-999,
Rodentia,Muridae,Tatera,inclusa,131,0.77,not measured,0.73,-999,3.4,0,-999,
Rodentia,Muridae,Tatera,leucogaster,64.86,-999,2.8,0.93,19,-999,0,4.54,
Rodentia,Muridae,Tatera,robusta,93,-999,not measured,-999,-999,-999,0,5.15,
Rodentia,Muridae,Tatera,valida,113,-999,not measured,-999,30,3.25,0,4.33,2
Rodentia,Muridae,Tatera,brantsii,75,0.75,5.13,0.83,45,5.5,0,2.83,4
Rodentia,Muridae,Tatera,indica,146.67,0.87,3,0.79,-999,2.86,84,5.42,4.17
Rodentia,Muridae,Tatera,nigricauda,114,-999,not measured,-999,-999,-999,0,-999,5
Rodentia,Muridae,Tatera,afra,74.8,0.75,4.5,-999,-999,5,0,-999,6.5
Rodentia,Muridae,Taterillus,emini,-999,-999,not measured,-999,-999,-999,0,3.5,
Rodentia,Muridae,Taterillus,pygargus,48.1,0.88,not measured,0.75,-999,3,0,4,
Rodentia,Muridae,Taterillus,gracilis,51.85,0.87,not measured,-999,-999,3,0,4.5,
Rodentia,Muridae,Thallomys,paedulcus,77.43,-999,2.65,0.98,-999,3.57,0,3,
Rodentia,Muridae,Thamnomys,venustus,65,0.8,not measured,0.8,-999,2.74,0,-999,
Rodentia,Muridae,Tylomys,nudicaudus,280,1.32,16.77,0.87,40,3.15,65,2.36,
Rodentia,Muridae,Uranomys,ruddi,47,-999,not measured,-999,-999,-999,0,3.58,
Rodentia,Muridae,Uromys ,caudimaculatus,625,1.29,20,1.33,-999,6,0,2.06,
Rodentia,Muridae,Vandeleuria,nolthenii,56.6,-999,not measured,-999,-999,-999,0,4,
Rodentia,Muridae,Wiedomys,pyrrhorhinos,47,-999,not measured,-999,-999,-999,0,3.8,
Rodentia,Muridae,Zelotomys,woosnami,54.5,1.03,not measured,-999,-999,-999,0,4.68,
Rodentia,Muridae,Zygodontomys,brevicauda,58,0.87,3.64,0.48,22,1.44,0,4.32,5.5
Rodentia,Muridae,Zyzomys,maini,94,-999,not measured,-999,-999,-999,0,2.5,
Rodentia,Muridae,Zyzomys,argurus,50,1,not measured,1.17,14,-999,0,2.5,
Rodentia,Muridae,Zyzomys,woodwardi,130,-999,not measured,1.17,-999,-999,0,-999,0.75
Rodentia,Myocastoridae,Myocastor,coypus,7150,4.43,196.36,1.9,1533.33,5.25,79,4.88,2.32
Rodentia,Myoxidae,Dryomys,laniger,-999,-999,not measured,-999,-999,-999,0,-999,1
Rodentia,Myoxidae,Dryomys,nitedula,25,0.81,1.6,1,-999,-999,48,3.33,1.21
Rodentia,Myoxidae,Eliomys,quercinus,115,0.74,not measured,1,-999,18,60,4.89,1.21
Rodentia,Myoxidae,Glirulus,japonicus,27,1,not measured,-999,-999,-999,0,4,1.5
Rodentia,Myoxidae,Graphiurus,crassicaudatus,-999,-999,not measured,-999,-999,-999,0,2,
Rodentia,Myoxidae,Graphiurus,murinus,24,0.8,3.5,-999,-999,-999,69,3,2
Rodentia,Myoxidae,Graphiurus,ocularis,68.8,-999,not measured,-999,25.6,-999,0,5,4
Rodentia,Myoxidae,Muscardinus,avellanarius,27.33,0.79,0.8,1.27,-999,16.5,72,4.33,1.5
Rodentia,Myoxidae,Myoxus,glis,125,0.94,1.5,1.07,-999,10.6,104,4.73,1.19
Rodentia,Octodontidae,Octodon,degus,235,2.96,14.1,1.19,71.2,10.9,85,5.28,1.75
Rodentia,Octodontidae,Octodontomys,gliroides,158,3.39,16.67,1.38,-999,-999,88,2.03,
Rodentia,Octodontidae,Spalacopus,cyanus,98.05,-999,not measured,-999,-999,-999,70,2.35,1.75
Rodentia,Pedetidae,Pedetes,capensis,3500,2.53,264.5,1.64,1300,34,228,1,3.6
Rodentia,Petromuridae,Petromus,typicus,200,-999,not measured,-999,-999,-999,0,1.88,1
Rodentia,Sciuridae,Ammospermophilus,harrisii,126,0.97,3.8,1.69,45,10.5,0,6.75,1
Rodentia,Sciuridae,Ammospermophilus,nelsoni,154.5,0.87,4.88,-999,41,-999,68,8,1
Rodentia,Sciuridae,Ammospermophilus,interpres,110.2,-999,not measured,-999,27.5,-999,0,9.5,1
Rodentia,Sciuridae,Ammospermophilus,leucurus,97.5,1.04,3.36,2.2,60,12,70,8.61,1.33
Rodentia,Sciuridae,Callosciurus,prevostii,400,1.57,16.35,-999,-999,-999,0,1.8,
Rodentia,Sciuridae,Callosciurus,caniceps,30,-999,not measured,-999,-999,-999,0,2.2,
Rodentia,Sciuridae,Callosciurus,nigrovittatus,202,-999,not measured,-999,-999,-999,0,2.2,
Rodentia,Sciuridae,Callosciurus,notatus,190,-999,not measured,-999,-999,-999,115,3.07,
Rodentia,Sciuridae,Cynomys,ludovicianus,863,1.11,15.38,1.89,140.57,26.24,102,4,1
Rodentia,Sciuridae,Cynomys,gunnisoni,816.67,1,not measured,1.5,-999,11.59,0,4.27,1
Rodentia,Sciuridae,Cynomys,parvidens,516,-999,not measured,-999,-999,12,0,4.95,1
Rodentia,Sciuridae,Cynomys,leucurus,873.5,1,not measured,-999,-999,23.75,0,5.67,1
Rodentia,Sciuridae,Cynomys,mexicanus,828.1,-999,not measured,1.52,-999,-999,0,6,1
Rodentia,Sciuridae,Dremomys,lokriah,172.5,-999,not measured,-999,-999,-999,85,3.5,
Rodentia,Sciuridae,Epixerus,ebii,388,-999,not measured,-999,-999,-999,0,2,
Rodentia,Sciuridae,Exilisciurus,exilis,14.6,-999,not measured,-999,-999,-999,0,2.5,
Rodentia,Sciuridae,Funambulus,sublineatus,-999,-999,not measured,-999,-999,-999,0,2,
Rodentia,Sciuridae,Funambulus,palmarum,-999,1.13,not measured,-999,-999,-999,0,2.58,
Rodentia,Sciuridae,Funambulus,pennantii,147.65,1.33,not measured,2,-999,7.68,0,3.5,2.67
Rodentia,Sciuridae,Funisciurus,anerythrus,218,-999,not measured,-999,-999,-999,0,1.5,
Rodentia,Sciuridae,Funisciurus,lemniscatus,141,-999,not measured,-999,-999,-999,0,1.8,
Rodentia,Sciuridae,Funisciurus,pyrropus,271.67,-999,not measured,-999,-999,-999,0,1.8,
Rodentia,Sciuridae,Funisciurus,congicus,106,1.73,9.96,1.67,-999,-999,114,2,2
Rodentia,Sciuridae,Glaucomys,sabrinus,132.17,1.32,5.62,2.12,33.87,7.83,156,3.33,1
Rodentia,Sciuridae,Glaucomys,volans,65.38,1.32,3.49,1.75,44.6,10.84,170,3.17,1.33
Rodentia,Sciuridae,Heliosciurus,rufobrachium,326.5,-999,not measured,-999,-999,-999,0,2.8,
Rodentia,Sciuridae,Hylopetes,alboniger,240,-999,not measured,-999,-999,-999,0,2.33,
Rodentia,Sciuridae,Hylopetes,fimbriatus,510,-999,not measured,2.5,-999,-999,0,3.4,2
Rodentia,Sciuridae,Iomys,horsfieldi,120,-999,not measured,-999,-999,-999,0,2.38,
Rodentia,Sciuridae,Marmota,menzbieri,-999,-999,not measured,-999,-999,-999,0,3,
Rodentia,Sciuridae,Marmota,camtschatica,-999,-999,33,-999,-999,36,0,5.5,
Rodentia,Sciuridae,Marmota,vancouverensis,4750,1,not measured,-999,-999,39,0,3.33,0.5
Rodentia,Sciuridae,Marmota,olympus,6300,1,not measured,-999,-999,32,0,4,0.5
Rodentia,Sciuridae,Marmota,caligata,6343.33,0.94,not measured,0.92,-999,29.85,0,4.2,0.5
Rodentia,Sciuridae,Marmota,bobak,-999,1.35,35.5,-999,-999,36,180,4.83,0.83
Rodentia,Sciuridae,Marmota,flaviventris,2930,1,33.8,0.89,478.83,26.83,0,4.4,0.94
Rodentia,Sciuridae,Marmota,broweri,3180,-999,not measured,-999,-999,-999,0,-999,1
Rodentia,Sciuridae,Marmota,marmota,2010,1.17,29.67,1.77,-999,30,180,4.38,1
Rodentia,Sciuridae,Marmota,sibirica,8000,1.37,not measured,-999,-999,-999,0,4.5,1
Rodentia,Sciuridae,Marmota,monax,3413,1.09,27.43,1.57,248,17.81,116,4.5,1
Rodentia,Sciuridae,Marmota,caudata,4100,1,not measured,-999,-999,-999,0,4.73,1
Rodentia,Sciuridae,Marmota,baibacina,-999,1.33,not measured,-999,-999,-999,0,6,1
Rodentia,Sciuridae,Myosciurus,pumilio,16.5,-999,not measured,-999,-999,-999,0,2,
Rodentia,Sciuridae,Paraxerus,flavovittis,-999,-999,not measured,-999,-999,-999,0,1.33,
Rodentia,Sciuridae,Paraxerus,poensis,134,-999,9.91,-999,-999,4.2,0,1.43,
Rodentia,Sciuridae,Paraxerus,ochraceus,-999,-999,not measured,-999,-999,-999,0,2.5,
Rodentia,Sciuridae,Paraxerus,palliatus,295,2.05,15.21,-999,-999,-999,0,1.58,1
Rodentia,Sciuridae,Paraxerus,cepapi,216,1.88,12.88,1.33,-999,6.09,0,1.97,2
Rodentia,Sciuridae,Petaurista,leucogenys,-999,-999,5,-999,-999,-999,0,-999,
Rodentia,Sciuridae,Petaurista,elegans,1273.33,-999,not measured,-999,-999,-999,0,1,
Rodentia,Sciuridae,Petaurista,magnificus,1780,-999,not measured,-999,-999,-999,0,1,
Rodentia,Sciuridae,Petaurista,philippensis,-999,1.5,56,3,-999,-999,0,1,
Rodentia,Sciuridae,Petaurista,petaurista,1330,-999,not measured,2.25,-999,-999,192,2,
Rodentia,Sciuridae,Petinomys,genibarbis,110,1.77,not measured,-999,-999,-999,0,1,
Rodentia,Sciuridae,Petinomys,setosus,42.25,-999,not measured,-999,-999,-999,0,1.5,
Rodentia,Sciuridae,Petinomys,vordermanni,37,-999,not measured,-999,-999,-999,0,2,
Rodentia,Sciuridae,Petinomys,fuscocapillus,712,-999,not measured,-999,-999,-999,0,2,
Rodentia,Sciuridae,Pteromys,volans,130,1,not measured,1.5,-999,-999,0,2.6,1.5
Rodentia,Sciuridae,Ratufa,indica,1060,2.75,not measured,-999,-999,-999,240,1,
Rodentia,Sciuridae,Ratufa,macroura,1280,0.93,not measured,2.25,-999,24,0,3.33,1.5
Rodentia,Sciuridae,Ratufa,bicolor,2150,1.05,77,-999,-999,35.45,0,1.8,2
Rodentia,Sciuridae,Rhinosciurus,laticaudatus,221,-999,not measured,-999,-999,-999,0,1.43,
Rodentia,Sciuridae,Sciurillus,pusillus,39,-999,not measured,-999,-999,-999,0,2,
Rodentia,Sciuridae,Sciurus,aureogaster,595,-999,not measured,-999,-999,-999,0,2,
Rodentia,Sciuridae,Sciurus,yucatanensis,225,-999,not measured,-999,-999,-999,0,3,
Rodentia,Sciuridae,Sciurus,alleni,461,-999,not measured,-999,-999,-999,0,3,
Rodentia,Sciuridae,Sciurus,arizonensis,760.5,-999,not measured,-999,-999,-999,0,3.05,1
Rodentia,Sciuridae,Sciurus,griseus,751.67,1.44,not measured,2,-999,10.5,120,3.7,1.11
Rodentia,Sciuridae,Sciurus,aberti,702.5,1.43,12,2.5,355,10.75,0,3.52,1.5
Rodentia,Sciuridae,Sciurus,niger,803.7,1.49,15.44,2.5,-999,11.81,0,2.71,1.64
Rodentia,Sciuridae,Sciurus,carolinensis,540.33,1.43,15.15,2.14,165,10.48,283,3.46,1.83
Rodentia,Sciuridae,Sciurus,granatensis,374,-999,9.5,2,-999,-999,84,1.93,1.95
Rodentia,Sciuridae,Sciurus,vulgaris,324.75,1.25,9.57,2.15,-999,9.52,144,5.1,2.22
Rodentia,Sciuridae,Spermophilopsis,leptodactylus,-999,1.5,not measured,-999,-999,-999,0,4.42,1
Rodentia,Sciuridae,Spermophilus,relictus,600,-999,not measured,-999,-999,12,0,-999,
Rodentia,Sciuridae,Spermophilus,parryii,751,0.83,not measured,-999,-999,11.34,0,6.3,
Rodentia,Sciuridae,Spermophilus,mohavensis,190,0.92,4.5,1.2,30,-999,0,6.8,
Rodentia,Sciuridae,Spermophilus,dauricus,200,-999,not measured,-999,-999,-999,0,-999,0.91
Rodentia,Sciuridae,Spermophilus,lateralis,157.6,1,6.26,1.22,74.16,20.94,84,5.12,0.94
Rodentia,Sciuridae,Spermophilus,beldingi,278.5,0.87,6.94,0.86,60.5,11.64,132,5.23,0.94
Rodentia,Sciuridae,Spermophilus,armatus,308,0.79,not measured,0.7,102.25,11.37,0,5.73,0.96
Rodentia,Sciuridae,Spermophilus,canus,-999,-999,not measured,-999,-999,-999,0,-999,1
