location_name,data_date,submitted_date,Province,District,malaria_rdt_0-4,malaria_rdt_5-14,malaria_rdt_15,malaria_tot,newid
Facility 35,2020-07-29,2020-08-02,North,Spring,115,17,47,179,35
Facility 33,2020-08-02,2020-08-02,North,Barnard,2,3,5,10,33
Facility 4,2020-08-01,2020-08-02,North,Bolo,32,23,39,94,4
Facility 4,2020-07-31,2020-08-02,North,Bolo,0,0,0,0,4
Facility 4,2020-07-30,2020-08-02,North,Bolo,5,0,5,10,4
Facility 19,2020-08-01,2020-08-02,North,Bolo,3,6,41,50,19
Facility 19,2020-07-31,2020-08-02,North,Bolo,3,6,33,42,19
Facility 19,2020-07-30,2020-08-02,North,Bolo,9,7,33,49,19
Facility 50,2020-08-01,2020-08-02,North,Spring,76,7,57,140,50
Facility 46,2020-07-26,2020-08-02,North,Dingo,9,5,13,27,46
Facility 43,2020-07-11,2020-07-31,North,Dingo,0,0,0,0,43
Facility 43,2020-07-10,2020-07-31,North,Dingo,7,2,4,13,43
Facility 43,2020-07-09,2020-07-31,North,Dingo,5,4,7,16,43
Facility 43,2020-07-08,2020-07-31,North,Dingo,11,5,8,24,43
Facility 41,2020-07-30,2020-07-31,North,Barnard,11,4,15,30,41
Facility 43,2020-07-07,2020-07-31,North,Dingo,10,12,10,32,43
Facility 22,2020-07-31,2020-07-31,North,Bolo,0,0,0,0,22
Facility 22,2020-07-30,2020-07-31,North,Bolo,0,0,0,0,22
Facility 43,2020-07-06,2020-07-31,North,Dingo,5,4,2,11,43
Facility 43,2020-07-05,2020-07-31,North,Dingo,0,0,0,0,43
Facility 43,2020-07-04,2020-07-31,North,Dingo,4,3,2,9,43
Facility 43,2020-07-03,2020-07-31,North,Dingo,5,3,4,12,43
Facility 43,2020-07-02,2020-07-31,North,Dingo,16,5,9,30,43
Facility 43,2020-07-01,2020-07-31,North,Dingo,9,5,8,22,43
Facility 43,2020-06-30,2020-07-31,North,Dingo,0,0,0,0,43
Facility 43,2020-06-29,2020-07-31,North,Dingo,2,5,3,10,43
Facility 43,2020-06-28,2020-07-31,North,Dingo,0,0,3,3,43
Facility 43,2020-06-27,2020-07-31,North,Dingo,8,6,15,29,43
Facility 43,2020-06-26,2020-07-31,North,Dingo,2,1,4,7,43
Facility 43,2020-06-25,2020-07-31,North,Dingo,3,5,7,15,43
Facility 43,2020-06-24,2020-07-31,North,Dingo,5,9,7,21,43
Facility 43,2020-06-23,2020-07-31,North,Dingo,7,4,5,16,43
Facility 43,2020-06-22,2020-07-31,North,Dingo,6,10,7,23,43
Facility 43,2020-06-20,2020-07-31,North,Dingo,4,3,7,14,43
Facility 43,2020-06-19,2020-07-31,North,Dingo,6,7,14,27,43
Facility 43,2020-06-18,2020-07-31,North,Dingo,8,6,9,23,43
Facility 43,2020-06-17,2020-07-31,North,Dingo,6,5,12,23,43
Facility 43,2020-06-16,2020-07-31,North,Dingo,4,7,10,21,43
Facility 48,2020-07-31,2020-07-31,North,Dingo,0,0,0,0,48
Facility 48,2020-07-30,2020-07-31,North,Dingo,0,0,0,0,48
Facility 28,2020-07-30,2020-07-31,North,Spring,0,0,1,1,28
Facility 28,2020-07-29,2020-07-31,North,Spring,8,10,17,35,28
Facility 28,2020-07-28,2020-07-31,North,Spring,14,4,13,31,28
Facility 28,2020-07-27,2020-07-31,North,Spring,17,9,19,45,28
Facility 29,2020-07-30,2020-07-31,North,Dingo,0,0,0,0,29
Facility 29,2020-07-29,2020-07-31,North,Dingo,22,17,26,65,29
Facility 28,2020-07-26,2020-07-31,North,Spring,15,20,17,52,28
Facility 28,2020-07-25,2020-07-31,North,Spring,24,10,21,55,28
Facility 28,2020-07-24,2020-07-31,North,Spring,6,2,0,8,28
Facility 24,2020-07-31,2020-07-31,North,Bolo,15,12,47,74,24
Facility 28,2020-07-23,2020-07-31,North,Spring,4,2,10,16,28
Facility 28,2020-07-22,2020-07-31,North,Spring,13,14,16,43,28
Facility 28,2020-07-21,2020-07-31,North,Spring,26,4,14,44,28
Facility 28,2020-07-20,2020-07-31,North,Spring,12,12,19,43,28
Facility 28,2020-07-19,2020-07-31,North,Spring,26,16,30,72,28
Facility 38,2020-07-31,2020-07-31,North,Bolo,0,0,0,0,38
Facility 12,2020-07-30,2020-07-31,North,Dingo,36,36,87,159,12
Facility 16,2020-07-30,2020-07-31,North,Barnard,10,8,8,26,16
Facility 14,2020-07-30,2020-07-30,North,Dingo,0,0,0,0,14
Facility 47,2020-07-29,2020-07-30,North,Barnard,36,19,23,78,47
Facility 41,2020-07-29,2020-07-30,North,Barnard,4,0,11,15,41
Facility 2,2020-07-26,2020-07-30,North,Bolo,16,20,15,51,2
Facility 2,2020-07-27,2020-07-30,North,Bolo,13,17,19,49,2
Facility 2,2020-07-28,2020-07-30,North,Bolo,15,16,28,59,2
Facility 2,2020-07-29,2020-07-30,North,Bolo,5,2,13,20,2
Facility 38,2020-07-30,2020-07-30,North,Bolo,0,0,0,0,38
Facility 15,2020-07-30,2020-07-30,North,Barnard,0,0,0,0,15
Facility 38,2020-07-29,2020-07-30,North,Bolo,8,10,12,30,38
Facility 34,2020-07-30,2020-07-30,North,Dingo,0,0,0,0,34
Facility 22,2020-07-29,2020-07-30,North,Bolo,4,4,10,18,22
Facility 18,2020-07-29,2020-07-30,North,Bolo,9,2,6,17,18
Facility 12,2020-07-29,2020-07-30,North,Dingo,53,38,84,175,12
Facility 12,2020-07-29,2020-07-30,North,Dingo,53,38,84,175,12
Facility 18,2020-07-30,2020-07-30,North,Bolo,0,0,0,0,18
Facility 48,2020-07-29,2020-07-30,North,Dingo,6,7,8,21,48
Facility 16,2020-07-29,2020-07-30,North,Barnard,23,17,21,61,16
Facility 24,2020-07-30,2020-07-30,North,Bolo,15,10,35,60,24
Facility 26,2020-07-29,2020-07-30,North,Bolo,3,3,3,9,26
Facility 40,2020-07-29,2020-07-30,North,Barnard,28,21,19,68,40
Facility 14,2020-07-29,2020-07-29,North,Dingo,7,4,9,20,14
Facility 47,2020-07-28,2020-07-29,North,Barnard,34,22,27,83,47
Facility 34,2020-07-29,2020-07-29,North,Dingo,12,5,12,29,34
Facility 4,2020-07-29,2020-07-29,North,Bolo,4,12,14,30,4
Facility 35,2020-07-28,2020-07-29,North,Spring,64,14,132,210,35
Facility 35,2020-07-27,2020-07-29,North,Spring,79,41,122,242,35
Facility 35,2020-07-26,2020-07-29,North,Spring,80,29,83,192,35
Facility 45,2020-07-28,2020-07-29,North,Barnard,145,160,181,486,45
Facility 29,2020-07-28,2020-07-29,North,Dingo,21,18,23,62,29
Facility 48,2020-07-28,2020-07-29,North,Dingo,12,6,13,31,48
Facility 1,2020-07-28,2020-07-29,North,Spring,21,8,15,44,1
Facility 10,2020-07-29,2020-07-29,North,Bolo,0,14,15,29,10
Facility 33,2020-07-28,2020-07-29,North,Barnard,1,2,6,9,33
Facility 21,2020-07-29,2020-07-29,North,Bolo,22,8,4,34,21
Facility 11,2020-07-28,2020-07-29,North,Spring,44,20,35,99,11
Facility 30,2020-07-28,2020-07-29,North,Bolo,18,3,3,24,30
Facility 51,2020-07-27,2020-07-29,North,Spring,19,4,8,31,51
Facility 30,2020-07-27,2020-07-29,North,Bolo,6,0,54,60,30
Facility 42,2020-07-28,2020-07-29,North,Dingo,5,6,9,20,42
Facility 42,2020-07-27,2020-07-29,North,Dingo,5,5,9,19,42
Facility 38,2020-07-28,2020-07-29,North,Bolo,10,5,11,26,38
Facility 36,2020-07-28,2020-07-29,North,Dingo,9,10,13,32,36
Facility 19,2020-07-28,2020-07-29,North,Bolo,31,7,31,69,19
Facility 12,2020-07-28,2020-07-29,North,Dingo,59,53,60,172,12
Facility 13,2020-07-28,2020-07-29,North,Bolo,0,0,0,0,13
Facility 31,2020-07-28,2020-07-29,North,Dingo,11,12,18,41,31
Facility 22,2020-07-28,2020-07-29,North,Bolo,10,1,15,26,22
Facility 41,2020-07-28,2020-07-29,North,Barnard,12,11,24,47,41
Facility 18,2020-07-28,2020-07-29,North,Bolo,7,0,7,14,18
Facility 40,2020-07-28,2020-07-29,North,Barnard,23,19,24,66,40
Facility 15,2020-07-29,2020-07-29,North,Barnard,12,7,18,37,15
Facility 3,2020-07-29,2020-07-29,North,Dingo,10,8,5,23,3
Facility 27,2020-07-28,2020-07-29,North,Spring,12,11,13,36,27
Facility 55,2020-07-28,2020-07-29,North,Bolo,16,6,34,56,55
Facility 16,2020-07-28,2020-07-29,North,Barnard,19,24,16,59,16
Facility 24,2020-07-28,2020-07-29,North,Bolo,12,3,34,49,24
Facility 26,2020-07-28,2020-07-29,North,Bolo,4,1,6,11,26
Facility 14,2020-07-28,2020-07-28,North,Dingo,8,5,13,26,14
Facility 47,2020-07-27,2020-07-28,North,Barnard,22,13,19,54,47
Facility 34,2020-07-28,2020-07-28,North,Dingo,3,11,15,29,34
Facility 4,2020-07-28,2020-07-28,North,Bolo,22,14,16,52,4
Facility 6,2020-07-28,2020-07-28,North,Dingo,9,9,10,28,6
Facility 7,2020-07-27,2020-07-28,North,Spring,14,8,8,30,7
Facility 5,2020-07-24,2020-07-28,North,Bolo,0,0,0,0,5
Facility 5,2020-07-27,2020-07-28,North,Bolo,12,8,8,28,5
Facility 5,2020-07-26,2020-07-28,North,Bolo,18,13,17,48,5
Facility 5,2020-07-25,2020-07-28,North,Bolo,23,14,16,53,5
Facility 7,2020-07-26,2020-07-28,North,Spring,12,14,23,49,7
Facility 5,2020-07-22,2020-07-28,North,Bolo,18,13,29,60,5
Facility 5,2020-07-23,2020-07-28,North,Bolo,4,4,10,18,5
Facility 5,2020-07-21,2020-07-28,North,Bolo,5,8,28,41,5
Facility 4,2020-07-27,2020-07-28,North,Bolo,20,9,26,55,4
Facility 10,2020-07-28,2020-07-28,North,Bolo,0,16,18,34,10
Facility 33,2020-07-27,2020-07-28,North,Barnard,7,9,12,28,33
Facility 33,2020-07-26,2020-07-28,North,Barnard,2,7,7,16,33
Facility 33,2020-07-25,2020-07-28,North,Barnard,8,9,5,22,33
Facility 19,2020-07-27,2020-07-28,North,Bolo,15,7,37,59,19
Facility 19,2020-07-26,2020-07-28,North,Bolo,21,10,40,71,19
Facility 19,2020-07-25,2020-07-28,North,Bolo,36,5,64,105,19
Facility 11,2020-07-27,2020-07-28,North,Spring,38,23,64,125,11
Facility 21,2020-07-28,2020-07-28,North,Bolo,20,12,14,46,21
Facility 8,2020-07-27,2020-07-28,North,Bolo,4,4,11,19,8
Facility 54,2020-07-27,2020-07-28,North,Barnard,22,32,15,69,54
Facility 20,2020-07-27,2020-07-28,North,Barnard,9,7,8,24,20
Facility 36,2020-07-27,2020-07-28,North,Dingo,7,9,13,29,36
Facility 13,2020-07-27,2020-07-28,North,Bolo,0,0,0,0,13
Facility 50,2020-07-27,2020-07-28,North,Spring,32,29,30,91,50
Facility 37,2020-07-27,2020-07-28,North,Bolo,3,4,12,19,37
Facility 12,2020-07-27,2020-07-28,North,Dingo,31,23,133,187,12
Facility 31,2020-07-26,2020-07-28,North,Dingo,15,2,9,26,31
Facility 29,2020-07-27,2020-07-28,North,Dingo,28,13,11,52,29
Facility 3,2020-07-28,2020-07-28,North,Dingo,8,6,10,24,3
Facility 15,2020-07-28,2020-07-28,North,Barnard,21,15,28,64,15
Facility 52,2020-07-25,2020-07-28,North,Bolo,24,15,71,110,52
Facility 24,2020-07-27,2020-07-28,North,Bolo,13,10,20,43,24
Facility 52,2020-07-24,2020-07-28,North,Bolo,12,15,35,62,52
Facility 52,2020-07-23,2020-07-28,North,Bolo,15,7,26,48,52
Facility 22,2020-07-27,2020-07-28,North,Bolo,14,3,6,23,22
Facility 52,2020-07-22,2020-07-28,North,Bolo,6,10,39,55,52
Facility 55,2020-07-27,2020-07-28,North,Bolo,22,4,17,43,55
Facility 25,2020-07-27,2020-07-28,North,Bolo,3,2,12,17,25
Facility 40,2020-07-27,2020-07-28,North,Barnard,14,17,28,59,40
Facility 27,2020-07-27,2020-07-28,North,Spring,16,8,8,32,27
Facility 18,2020-07-27,2020-07-28,North,Bolo,9,4,6,19,18
Facility 48,2020-07-27,2020-07-28,North,Dingo,5,7,16,28,48
Facility 16,2020-07-27,2020-07-28,North,Barnard,31,37,29,97,16
Facility 26,2020-07-27,2020-07-28,North,Bolo,3,3,5,11,26
Facility 31,2020-07-27,2020-07-28,North,Dingo,5,9,15,29,31
Facility 41,2020-07-27,2020-07-28,North,Barnard,6,6,19,31,41
Facility 38,2020-07-27,2020-07-27,North,Bolo,5,7,17,29,38
Facility 14,2020-07-27,2020-07-27,North,Dingo,9,15,9,33,14
Facility 37,2020-07-26,2020-07-27,North,Bolo,1,0,17,18,37
Facility 34,2020-07-27,2020-07-27,North,Dingo,11,5,8,24,34
Facility 51,2020-07-26,2020-07-27,North,Spring,20,6,9,35,51
Facility 6,2020-07-27,2020-07-27,North,Dingo,12,10,8,30,6
Facility 6,2020-07-26,2020-07-27,North,Dingo,4,4,12,20,6
Facility 26,2020-07-26,2020-07-27,North,Bolo,3,5,3,11,26
Facility 37,2020-07-25,2020-07-27,North,Bolo,3,3,9,15,37
Facility 50,2020-07-26,2020-07-27,North,Spring,29,21,50,100,50
Facility 50,2020-07-25,2020-07-27,North,Spring,53,35,47,135,50
Facility 10,2020-07-27,2020-07-27,North,Bolo,0,13,19,32,10
Facility 1,2020-07-26,2020-07-27,North,Spring,32,9,27,68,1
Facility 1,2020-07-25,2020-07-27,North,Spring,39,27,28,94,1
Facility 45,2020-07-26,2020-07-27,North,Barnard,121,155,119,395,45
Facility 54,2020-07-26,2020-07-27,North,Barnard,18,16,20,54,54
Facility 47,2020-07-26,2020-07-27,North,Barnard,22,12,27,61,47
Facility 11,2020-07-26,2020-07-27,North,Spring,37,27,72,136,11
Facility 21,2020-07-27,2020-07-27,North,Bolo,18,14,15,47,21
Facility 8,2020-07-26,2020-07-27,North,Bolo,9,3,9,21,8
Facility 35,2020-07-25,2020-07-27,North,Spring,110,37,94,241,35
Facility 35,2020-07-24,2020-07-27,North,Spring,49,36,55,140,35
Facility 35,2020-07-23,2020-07-27,North,Spring,104,41,140,285,35
Facility 35,2020-07-22,2020-07-27,North,Spring,52,50,124,226,35
Facility 31,2020-07-25,2020-07-27,North,Dingo,17,5,17,39,31
Facility 35,2020-07-21,2020-07-27,North,Spring,83,45,135,263,35
Facility 29,2020-07-26,2020-07-27,North,Dingo,26,17,20,63,29
Facility 19,2020-07-24,2020-07-27,North,Bolo,0,2,13,15,19
Facility 19,2020-07-23,2020-07-27,North,Bolo,3,2,8,13,19
Facility 19,2020-07-22,2020-07-27,North,Bolo,11,0,11,22,19
Facility 36,2020-08-08,2020-08-09,North,Dingo,12,13,18,43,36
Facility 19,2020-08-08,2020-08-09,North,Bolo,10,11,19,40,19
Facility 19,2020-08-07,2020-08-09,North,Bolo,10,4,11,25,19
Facility 19,2020-08-06,2020-08-09,North,Bolo,8,10,28,46,19
Facility 10,2020-08-02,2020-08-02,North,Bolo,0,10,15,25,10
Facility 41,2020-08-07,2020-08-09,North,Barnard,3,3,6,12,41
Facility 41,2020-08-06,2020-08-09,North,Barnard,4,5,13,22,41
Facility 41,2020-08-05,2020-08-09,North,Barnard,7,2,17,26,41
Facility 41,2020-08-04,2020-08-09,North,Barnard,12,9,9,30,41
Facility 40,2020-08-08,2020-08-09,North,Barnard,2,1,4,7,40
Facility 49,2020-08-08,2020-08-09,North,Dingo,52,54,64,170,49
Facility 11,2020-08-08,2020-08-09,North,Spring,31,23,21,75,11
Facility 12,2020-08-08,2020-08-09,North,Dingo,39,28,68,135,12
Facility 1,2020-08-08,2020-08-09,North,Spring,22,9,12,43,1
Facility 10,2020-08-08,2020-08-09,North,Bolo,0,41,40,81,10
Facility 7,2020-08-08,2020-08-09,North,Spring,13,19,26,58,7
Facility 42,2020-08-08,2020-08-09,North,Dingo,24,9,22,55,42
Facility 21,2020-08-08,2020-08-09,North,Bolo,31,14,7,52,21
Facility 13,2020-08-08,2020-08-09,North,Bolo,0,0,0,0,13
Facility 16,2020-08-08,2020-08-09,North,Barnard,1,0,1,2,16
Facility 15,2020-08-08,2020-08-09,North,Barnard,12,6,4,22,15
Facility 1,2020-08-07,2020-08-09,North,Spring,0,0,0,0,1
Facility 1,2020-08-06,2020-08-09,North,Spring,10,6,10,26,1
Facility 1,2020-08-05,2020-08-09,North,Spring,5,5,7,17,1
Facility 29,2020-08-08,2020-08-09,North,Dingo,15,30,35,80,29
Facility 38,2020-08-08,2020-08-09,North,Bolo,6,7,9,22,38
Facility 24,2020-08-08,2020-08-09,North,Bolo,44,20,60,124,24
Facility 27,2020-08-08,2020-08-09,North,Spring,4,5,2,11,27
Facility 18,2020-08-08,2020-08-09,North,Bolo,12,5,10,27,18
Facility 59,2020-08-06,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-08-05,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-08-04,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-08-03,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-08-02,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-08-01,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-31,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-30,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-29,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 25,2020-08-08,2020-08-09,North,Bolo,10,4,9,23,25
Facility 59,2020-07-28,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-27,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 2,2020-08-08,2020-08-09,North,Bolo,12,12,42,66,2
Facility 59,2020-07-26,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-25,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-23,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-21,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-20,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-19,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-18,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-16,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-15,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-14,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-13,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-12,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-11,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-09,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-08,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-07,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-06,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-03,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-04,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-02,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 7,2020-08-07,2020-08-09,North,Spring,0,0,0,0,7
Facility 7,2020-08-06,2020-08-09,North,Spring,3,2,2,7,7
Facility 59,2020-06-30,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-07-01,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-06-28,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-06-27,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-06-25,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 48,2020-08-08,2020-08-09,North,Dingo,11,9,14,34,48
Facility 59,2020-06-24,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 3,2020-08-08,2020-08-09,North,Dingo,14,4,16,34,3
Facility 59,2020-06-23,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 59,2020-06-20,2020-08-09,North,Spring,NA,NA,NA,NA,59
Facility 26,2020-08-08,2020-08-09,North,Bolo,4,6,8,18,26
Facility 50,2020-08-07,2020-08-09,North,Spring,4,0,2,6,50
Facility 42,2020-08-07,2020-08-08,North,Dingo,0,0,0,0,42
Facility 32,2020-08-08,2020-08-08,North,Spring,21,21,17,59,32
Facility 32,2020-08-05,2020-08-08,North,Spring,17,18,26,61,32
Facility 31,2020-08-06,2020-08-08,North,Dingo,0,0,0,0,31
Facility 31,2020-08-07,2020-08-08,North,Dingo,0,0,0,0,31
Facility 31,2020-08-08,2020-08-08,North,Dingo,9,7,12,28,31
Facility 32,2020-08-06,2020-08-08,North,Spring,16,8,13,37,32
Facility 32,2020-08-04,2020-08-08,North,Spring,22,32,15,69,32
Facility 6,2020-08-08,2020-08-08,North,Dingo,9,7,16,32,6
Facility 4,2020-08-08,2020-08-08,North,Bolo,22,27,12,61,4
Facility 23,2020-08-08,2020-08-08,North,Dingo,8,11,14,33,23
Facility 46,2020-08-08,2020-08-08,North,Dingo,4,3,5,12,46
Facility 34,2020-08-08,2020-08-08,North,Dingo,12,7,16,35,34
Facility 17,2020-08-08,2020-08-08,North,Barnard,0,3,4,7,17
Facility 17,2020-08-07,2020-08-08,North,Barnard,0,0,0,0,17
Facility 21,2020-08-01,2020-08-01,North,Bolo,12,6,2,20,21
Facility 21,2020-07-31,2020-07-31,North,Bolo,33,5,5,43,21
Facility 1,2020-08-01,2020-08-04,North,Spring,22,14,33,69,1
Facility 22,2020-08-04,2020-08-04,North,Bolo,9,2,6,17,22
Facility 20,2020-08-07,2020-08-08,North,Barnard,0,0,0,0,20
Facility 20,2020-08-06,2020-08-08,North,Barnard,2,0,0,2,20
Facility 20,2020-08-05,2020-08-08,North,Barnard,0,1,0,1,20
Facility 20,2020-08-04,2020-08-08,North,Barnard,0,1,0,1,20
Facility 22,2020-08-08,2020-08-08,North,Bolo,16,7,11,34,22
Facility 5,2020-08-07,2020-08-08,North,Bolo,1,0,0,1,5
Facility 5,2020-08-06,2020-08-08,North,Bolo,10,2,8,20,5
Facility 5,2020-08-05,2020-08-08,North,Bolo,9,18,5,32,5
Facility 5,2020-08-05,2020-08-08,North,Bolo,9,18,5,32,5
Facility 5,2020-08-05,2020-08-08,North,Bolo,9,18,5,32,5
Facility 5,2020-08-05,2020-08-08,North,Bolo,9,18,5,32,5
Facility 5,2020-08-03,2020-08-08,North,Bolo,9,13,12,34,5
Facility 5,2020-08-04,2020-08-08,North,Bolo,17,11,9,37,5
Facility 14,2020-08-08,2020-08-08,North,Dingo,8,3,11,22,14
Facility 35,2020-08-07,2020-08-08,North,Spring,55,38,89,182,35
Facility 21,2020-08-07,2020-08-08,North,Bolo,20,19,3,42,21
Facility 35,2020-08-06,2020-08-08,North,Spring,29,11,105,145,35
Facility 35,2020-08-05,2020-08-08,North,Spring,48,34,59,141,35
Facility 35,2020-08-04,2020-08-08,North,Spring,9,7,26,42,35
Facility 35,2020-08-02,2020-08-08,North,Spring,113,22,83,218,35
Facility 35,2020-07-31,2020-08-08,North,Spring,13,15,27,55,35
Facility 35,2020-08-03,2020-08-08,North,Spring,61,37,55,153,35
Facility 47,2020-08-06,2020-08-08,North,Barnard,0,0,0,0,47
Facility 30,2020-08-08,2020-08-08,North,Bolo,12,13,42,67,30
Facility 39,2020-07-12,2020-08-08,North,Spring,7,13,11,31,39
Facility 39,2020-07-11,2020-08-08,North,Spring,9,8,6,23,39
Facility 4,2020-08-07,2020-08-08,North,Bolo,0,0,0,0,4
Facility 13,2020-08-07,2020-08-08,North,Bolo,0,0,0,0,13
Facility 13,2020-08-06,2020-08-08,North,Bolo,0,0,0,0,13
Facility 33,2020-08-07,2020-08-08,North,Barnard,1,1,0,2,33
Facility 33,2020-08-06,2020-08-08,North,Barnard,0,0,0,0,33
Facility 8,2020-08-06,2020-08-08,North,Bolo,0,0,0,0,8
Facility 8,2020-08-05,2020-08-08,North,Bolo,12,4,7,23,8
Facility 52,2020-08-04,2020-08-08,North,Bolo,16,10,65,91,52
Facility 28,2020-08-06,2020-08-08,North,Spring,14,11,12,37,28
Facility 25,2020-08-07,2020-08-08,North,Bolo,0,0,0,0,25
Facility 25,2020-08-06,2020-08-08,North,Bolo,0,0,0,0,25
Facility 28,2020-08-05,2020-08-08,North,Spring,23,13,16,52,28
Facility 10,2020-08-07,2020-08-08,North,Bolo,0,4,10,14,10
Facility 25,2020-08-05,2020-08-08,North,Bolo,5,2,16,23,25
Facility 10,2020-08-06,2020-08-08,North,Bolo,0,7,11,18,10
Facility 10,2020-08-05,2020-08-08,North,Bolo,0,24,23,47,10
Facility 24,2020-08-07,2020-08-08,North,Bolo,32,30,70,132,24
Facility 16,2020-08-07,2020-08-08,North,Barnard,0,0,3,3,16
Facility 15,2020-08-07,2020-08-08,North,Barnard,1,3,0,4,15
Facility 29,2020-08-07,2020-08-08,North,Dingo,0,0,0,0,29
Facility 23,2020-08-07,2020-08-08,North,Dingo,0,0,0,0,23
Facility 23,2020-08-06,2020-08-08,North,Dingo,0,0,0,0,23
Facility 26,2020-08-07,2020-08-08,North,Bolo,0,0,0,0,26
Facility 26,2020-08-06,2020-08-08,North,Bolo,0,0,0,0,26
Facility 26,2020-08-05,2020-08-08,North,Bolo,2,2,1,5,26
Facility 26,2020-08-04,2020-08-08,North,Bolo,2,2,1,5,26
Facility 49,2020-08-07,2020-08-08,North,Dingo,18,14,17,49,49
Facility 49,2020-08-06,2020-08-08,North,Dingo,30,29,60,119,49
Facility 11,2020-08-07,2020-08-08,North,Spring,2,0,0,2,11
Facility 3,2020-08-07,2020-08-08,North,Dingo,0,0,0,0,3
Facility 18,2020-08-07,2020-08-07,North,Bolo,0,0,0,0,18
Facility 60,2020-08-06,2020-08-07,North,Bolo,0,1,1,2,60
Facility 42,2020-08-06,2020-08-07,North,Dingo,18,4,14,36,42
Facility 18,2020-08-05,2020-08-07,North,Bolo,4,2,3,9,18
Facility 18,2020-08-06,2020-08-07,North,Bolo,0,0,0,0,18
Facility 36,2020-08-07,2020-08-07,North,Dingo,0,0,0,0,36
Facility 21,2020-08-06,2020-08-07,North,Bolo,14,6,5,25,21
Facility 34,2020-08-07,2020-08-07,North,Dingo,0,0,0,0,34
Facility 34,2020-08-06,2020-08-07,North,Dingo,0,0,0,0,34
Facility 24,2020-08-06,2020-08-07,North,Bolo,12,20,30,62,24
Facility 48,2020-08-07,2020-08-07,North,Dingo,0,0,0,0,48
Facility 48,2020-08-06,2020-08-07,North,Dingo,0,0,0,0,48
Facility 29,2020-08-06,2020-08-07,North,Dingo,11,8,9,28,29
Facility 11,2020-08-06,2020-08-07,North,Spring,34,14,19,67,11
Facility 50,2020-08-06,2020-08-07,North,Spring,14,9,22,45,50
Facility 50,2020-08-05,2020-08-07,North,Spring,23,19,39,81,50
Facility 16,2020-08-06,2020-08-07,North,Barnard,0,2,0,2,16
Facility 12,2020-08-06,2020-08-07,North,Dingo,33,20,64,117,12
Facility 15,2020-08-06,2020-08-07,North,Barnard,2,4,5,11,15
Facility 3,2020-08-06,2020-08-07,North,Dingo,0,0,0,0,3
Facility 40,2020-08-06,2020-08-07,North,Barnard,16,4,18,38,40
Facility 2,2020-08-06,2020-08-07,North,Bolo,10,15,18,43,2
Facility 46,2020-08-06,2020-08-06,North,Dingo,0,0,0,0,46
Facility 22,2020-08-06,2020-08-06,North,Bolo,0,0,0,0,22
Facility 15,2020-08-05,2020-08-06,North,Barnard,5,5,3,13,15
Facility 47,2020-08-05,2020-08-06,North,Barnard,8,2,0,10,47
