MSW3_ID	Scientific	MSWFamilyLatin	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	Diet-Source	Diet-Certainty	ForStrat-Value	ForStrat-Certainty	ForStrat-Comment	Activity-Nocturnal	Activity-Crepuscular	Activity-Diurnal	Activity-Source	Activity-Certainty	BodyMass-Value	BodyMass-Source	BodyMass-SpecLevel
164	Sminthopsis archeri	Dasyuridae	80	10	10	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	16	Ref_117	1
165	Sminthopsis aitkeni	Dasyuridae	80	10	10	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	22.5	Ref_117	1
166	Sminthopsis granulipes	Dasyuridae	80	10	10	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	25	Ref_117	1
167	Sminthopsis gilberti	Dasyuridae	80	10	10	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	19.5	Ref_117	1
168	Planigale gilesi	Dasyuridae	40	30	30	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	9.2	Ref_117	1
169	Planigale tenuirostris	Dasyuridae	40	30	30	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	6.05	Ref_117	1
170	Planigale novaeguineae	Dasyuridae	40	30	30	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	14.9	Ref_117	1
171	Planigale ingrami	Dasyuridae	40	30	30	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	4.25	Ref_117	1
172	Planigale maculata	Dasyuridae	40	30	30	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	11	Ref_117	1
173	Macrotis lagotis	Thylacomyidae	70	0	0	0	20	0	0	0	0	10	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1350	Ref_117	1
174	Macrotis leucura	Thylacomyidae	70	0	0	0	20	0	0	0	0	10	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	354	Ref_117	1
176	Isoodon auratus	Peramelidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	425	Ref_117	1
177	Isoodon macrourus	Peramelidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1600	Ref_117	1
178	Isoodon obesulus	Peramelidae	100	0	0	0	0	0	0	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	775	Ref_117	1
179	Perameles nasuta	Peramelidae	70	10	10	0	0	0	0	0	0	10	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	975	Ref_117	1
180	Perameles gunnii	Peramelidae	70	10	10	0	0	0	0	0	0	10	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	870	Ref_117	1
181	Perameles eremiana	Peramelidae	70	10	10	0	0	0	0	0	0	10	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	500	Ref_117	1
182	Perameles bougainville	Peramelidae	70	10	10	0	0	0	0	0	0	10	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	226	Ref_117	1
183	Peroryctes raffrayana	Peramelidae	60	0	0	0	0	0	40	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	838.5	Ref_117	1
184	Peroryctes broadbenti	Peramelidae	60	0	0	0	0	0	40	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	4800	Ref_117	1
185	Echymipera clara	Peramelidae	60	0	0	0	0	0	40	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1236.5	Ref_117	1
186	Echymipera davidi	Peramelidae	60	0	0	0	0	0	40	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	950	Ref_117	1
187	Echymipera echinista	Peramelidae	60	0	0	0	0	0	40	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1000	Ref_117	1
188	Echymipera kalubu	Peramelidae	60	0	0	0	0	0	40	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	782.17	Ref_117	1
189	Echymipera rufescens	Peramelidae	60	0	0	0	0	0	40	0	0	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1100	Ref_117	1
190	Microperoryctes longicauda	Peramelidae	60	0	0	0	10	0	0	0	0	30	Ref_1	ABC	G	A		1	0	0	Ref_2	D1	538	Ref_117	1
191	Microperoryctes murina	Peramelidae	60	0	0	0	10	0	0	0	0	30	Ref_1	ABC	G	A		1	0	0	Ref_2	D1	817.52	Ref_178	2
192	Microperoryctes papuensis	Peramelidae	60	0	0	0	10	0	0	0	0	30	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	158	Ref_117	1
193	Rhynchomeles prattorum	Peramelidae	60	0	0	0	10	0	0	0	0	30	Ref_1	ABC	G	A		1	0	0	Ref_3	D2	817.52	Ref_178	2
194	Phascolarctos cinereus	Phascolarctidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	10250	Ref_117	1
195	Lasiorhinus krefftii	Vombatidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	2900	Ref_117	1
196	Lasiorhinus latifrons	Vombatidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	25500	Ref_117	1
197	Vombatus ursinus	Vombatidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_58	ABC	26000	Ref_117	1
198	Burramys parvus	Burramyidae	40	0	0	0	0	0	30	0	30	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	41.5	Ref_117	1
199	Cercartetus nanus	Burramyidae	20	0	10	0	0	0	20	20	10	20	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	24	Ref_117	1
200	Cercartetus caudatus	Burramyidae	20	0	10	0	0	0	20	20	10	20	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	25	Ref_117	1
201	Cercartetus concinnus	Burramyidae	20	0	10	0	0	0	20	20	10	20	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	13	Ref_117	1
202	Cercartetus lepidus	Burramyidae	20	0	10	0	0	0	20	20	10	20	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	7	Ref_117	1
203	Ailurops melanotis	Phalangeridae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	Ar	A		0	0	1	Ref_2	D1	10000	"Ref_2, Ref_3"	0
204	Ailurops ursinus	Phalangeridae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		0	0	1	Ref_1	ABC	10000	Ref_117	1
205	Phalanger lullulae	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1632.5	Ref_117	1
206	Phalanger vestitus	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1850	Ref_117	1
207	Phalanger sericeus	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	2003	Ref_117	1
208	Phalanger rothschildi	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1365	Ref_117	1
209	Phalanger ornatus	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1787.5	Ref_117	1
210	Phalanger orientalis	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	2168.75	Ref_117	1
211	Phalanger mimicus	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_2	D1	Ar	A		1	0	0	Ref_2	D1	1846.67	"Ref_2, Ref_3"	0
212	Phalanger matabiru	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_2	D1	Ar	A		1	0	0	Ref_2	D1	1846.67	"Ref_2, Ref_3"	0
213	Phalanger intercastellanus	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_2	D1	Ar	A		1	0	0	Ref_2	D1	1747.5	Ref_117	1
214	Phalanger gymnotis	Phalangeridae	0	0	0	0	0	0	100	0	0	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	2597.89	Ref_58	1
215	Phalanger carmelitae	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	2047.5	Ref_117	1
216	Phalanger alexandrae	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_2	D1	Ar	A		1	0	0	Ref_2	D1	1846.67	"Ref_2, Ref_3"	0
217	Phalanger matanim	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1550	Ref_117	1
218	Spilocuscus rufoniger	Phalangeridae	0	0	0	0	0	0	40	0	0	60	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	6000	Ref_117	1
219	Spilocuscus kraemeri	Phalangeridae	0	0	0	0	0	0	40	0	0	60	Ref_2	D1	Ar	A		1	0	0	Ref_1	ABC	5535.39	"Ref_2, Ref_3"	0
220	Spilocuscus maculatus	Phalangeridae	0	0	0	0	0	0	40	0	0	60	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	5106.75	Ref_117	1
221	Spilocuscus papuensis	Phalangeridae	0	0	0	0	0	0	40	0	0	60	Ref_2	D1	Ar	A		1	0	0	Ref_1	ABC	5535.39	"Ref_2, Ref_3"	0
222	Strigocuscus celebensis	Phalangeridae	0	0	0	0	0	0	100	0	0	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	500	Ref_117	1
223	Strigocuscus pelengensis	Phalangeridae	10	0	0	0	10	0	40	0	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	500	"Ref_2, Ref_3"	0
224	Trichosurus arnhemensis	Phalangeridae	0	0	0	0	0	0	20	0	20	60	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1300	Ref_117	1
225	Trichosurus caninus	Phalangeridae	0	0	0	0	0	0	20	0	20	60	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	3500	Ref_117	1
226	Trichosurus cunninghami	Phalangeridae	0	0	0	0	0	0	0	0	0	100	Ref_7	ABC	Ar	A		1	0	0	Ref_2	D1	2293.08	"Ref_2, Ref_3"	0
227	Trichosurus johnstonii	Phalangeridae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	2293.08	"Ref_2, Ref_3"	0
228	Trichosurus vulpecula	Phalangeridae	0	0	0	0	0	0	20	0	20	60	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	2650	Ref_117	1
229	Wyulda squamicaudata	Phalangeridae	20	0	0	0	10	0	20	0	0	50	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1675	Ref_117	1
230	Hemibelideus lemuroides	Pseudocheiridae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	952.5	Ref_117	1
231	Petauroides volans	Pseudocheiridae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1300	Ref_117	1
232	Petropseudes dahli	Pseudocheiridae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1640	Ref_117	1
233	Pseudocheirus peregrinus	Pseudocheiridae	0	0	0	0	0	0	20	10	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	900	Ref_117	1
234	Pseudochirulus caroli	Pseudocheiridae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	456.02	Ref_58	1
235	Pseudochirulus schlegeli	Pseudocheiridae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	255.44	Ref_58	1
236	Pseudochirulus mayeri	Pseudocheiridae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	151.75	Ref_58	1
237	Pseudochirulus larvatus	Pseudocheiridae	0	0	0	0	0	0	20	0	0	80	Ref_100	ABC	Ar	A		1	0	0	Ref_1	ABC	448.3	"Ref_2, Ref_3"	0
238	Pseudochirulus herbertensis	Pseudocheiridae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1098.34	Ref_58	1
239	Pseudochirulus forbesi	Pseudocheiridae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	639.16	Ref_58	1
240	Pseudochirulus cinereus	Pseudocheiridae	0	0	0	0	0	0	20	0	0	80	Ref_2	D1	Ar	A		1	0	0	Ref_1	ABC	977.48	Ref_58	1
241	Pseudochirulus canescens	Pseudocheiridae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	300	Ref_58	1
242	Pseudochirops albertisii	Pseudocheiridae	0	0	0	0	0	0	10	0	0	90	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	784.85	Ref_117	1
243	Pseudochirops archeri	Pseudocheiridae	0	0	0	0	0	0	10	0	0	90	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1091.5	Ref_117	1
244	Pseudochirops corinnae	Pseudocheiridae	0	0	0	0	0	0	10	0	0	90	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1123	Ref_117	1
245	Pseudochirops coronatus	Pseudocheiridae	0	0	0	0	0	0	10	0	0	90	Ref_2	D1	Ar	A		1	0	0	Ref_1	ABC	1500	Ref_117	1
246	Pseudochirops cupreus	Pseudocheiridae	0	0	0	0	0	0	10	0	0	90	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1724.5	Ref_117	1
247	Dactylopsila tatei	Petauridae	80	0	0	0	0	0	10	0	0	10	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	252	Ref_117	1
248	Dactylopsila trivirgata	Petauridae	80	0	0	0	0	0	10	0	0	10	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	413.53	Ref_117	1
249	Dactylopsila palpator	Petauridae	80	0	0	0	0	0	10	0	0	10	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	398	Ref_117	1
250	Dactylopsila megalura	Petauridae	80	0	0	0	0	0	10	0	0	10	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	277.74	Ref_178	2
251	Gymnobelideus leadbeateri	Petauridae	50	0	0	0	0	0	0	50	0	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	127	Ref_117	1
252	Petaurus abidi	Petauridae	40	0	0	0	10	0	0	30	20	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	278	Ref_117	1
253	Petaurus breviceps	Petauridae	40	0	0	0	10	0	0	30	20	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	106.28	Ref_117	1
254	Petaurus norfolcensis	Petauridae	40	0	0	0	10	0	0	30	20	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	230	Ref_117	1
255	Petaurus australis	Petauridae	40	0	0	0	10	0	0	30	20	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	575	Ref_117	1
256	Petaurus gracilis	Petauridae	40	0	0	0	10	0	0	30	20	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	353	Ref_117	1
257	Petaurus biacensis	Petauridae	40	0	0	0	10	0	0	30	20	0	Ref_2	D1	Ar	A		1	0	0	Ref_1	ABC	90.98	Ref_58	1
258	Tarsipes rostratus	Tarsipedidae	0	0	0	0	0	0	0	100	0	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	9	Ref_117	1
259	Acrobates pygmaeus	Acrobatidae	80	0	0	0	0	0	0	10	0	10	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	12	Ref_117	1
260	Distoechurus pennatus	Acrobatidae	40	0	0	0	0	0	40	20	0	0	Ref_113	ABC	Ar	A		1	0	0	Ref_1	ABC	44.1	Ref_117	1
261	Lagorchestes leporides	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	3000	Ref_117	1
262	Lagorchestes hirsutus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1265	Ref_117	1
263	Lagorchestes conspicillatus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	3050	Ref_117	1
264	Lagorchestes asomatus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1500	Ref_117	1
265	Macropus fuliginosus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	22000	Ref_117	1
266	Macropus giganteus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	25875	Ref_117	1
267	Macropus parryi	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	13500	Ref_117	1
268	Macropus dorsalis	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	11250	Ref_117	1
269	Macropus eugenii	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	6500	Ref_117	1
270	Macropus greyi	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	10000	Ref_117	1
271	Macropus parma	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	4500	Ref_117	1
272	Macropus agilis	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	15000	Ref_117	1
273	Macropus rufogriseus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	16850	Ref_117	1
274	Macropus irma	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	8000	Ref_117	1
275	Macropus antilopinus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	27250	Ref_117	1
276	Macropus robustus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	21262.5	Ref_117	1
277	Macropus bernardus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	17000	Ref_117	1
278	Macropus rufus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	46250	Ref_117	1
279	Dendrolagus inustus	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	13031.25	Ref_117	1
280	Dendrolagus lumholtzi	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	6750	Ref_117	1
281	Dendrolagus matschiei	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	6960	Ref_117	1
282	Dendrolagus mbaiso	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	9395.06	Ref_58	1
283	Dendrolagus pulcherrimus	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_2	D1	9511.11	"Ref_2, Ref_3"	0
284	Dendrolagus scottae	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	10375	Ref_117	1
285	Dendrolagus spadix	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	9100	Ref_117	1
286	Dendrolagus stellarum	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_2	D1	9511.11	"Ref_2, Ref_3"	0
287	Dendrolagus ursinus	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	13250	Ref_117	1
288	Dendrolagus bennettianus	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	10950	Ref_117	1
289	Dendrolagus dorianus	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	9581	Ref_117	1
290	Dendrolagus goodfellowi	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	Ar	A		1	1	1	Ref_1	ABC	8025	Ref_117	1
291	Dorcopsis luctuosa	Macropodidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	6352	Ref_117	1
292	Dorcopsis muelleri	Macropodidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	5500	Ref_117	1
293	Dorcopsis hageni	Macropodidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	5500	Ref_117	1
294	Dorcopsis atrata	Macropodidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	5916.5	Ref_117	1
295	Dorcopsulus vanheurni	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	1785.75	Ref_117	1
296	Dorcopsulus macleayi	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	2988	Ref_117	1
297	Onychogalea unguifera	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	6650	Ref_117	1
298	Onychogalea lunata	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	3500	Ref_117	1
299	Onychogalea fraenata	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	5500	Ref_117	1
300	Petrogale purpureicollis	Macropodidae	0	0	0	0	0	0	10	0	0	90	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	5850	Ref_130	1
301	Petrogale coenensis	Macropodidae	0	0	0	0	0	0	10	0	0	90	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	4123.14	"Ref_2, Ref_3"	0
302	Petrogale burbidgei	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1258	Ref_117	1
303	Petrogale brachyotis	Macropodidae	0	0	0	0	0	0	10	0	10	80	Ref_37	ABC	G	A		1	0	0	Ref_1	ABC	4050	Ref_117	1
304	Petrogale assimilis	Macropodidae	0	0	0	0	0	0	10	0	0	90	Ref_37	ABC	G	A		1	0	0	Ref_1	ABC	4500	Ref_117	1
305	Petrogale godmani	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	4750	Ref_117	1
306	Petrogale xanthopus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	8500	Ref_117	1
307	Petrogale sharmani	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	4123.14	"Ref_2, Ref_3"	0
308	Petrogale herberti	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	4123.14	"Ref_2, Ref_3"	0
309	Petrogale inornata	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	4600	Ref_117	1
310	Petrogale lateralis	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	4625	Ref_117	1
311	Petrogale mareeba	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	4123.14	"Ref_2, Ref_3"	0
312	Petrogale concinna	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_37	ABC	G	A		1	0	0	Ref_1	ABC	1400	Ref_117	1
313	Petrogale persephone	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	6200	Ref_117	1
314	Petrogale rothschildi	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	3400	Ref_117	1
315	Petrogale penicillata	Macropodidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	7100	Ref_117	1
316	Setonix brachyurus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	3250	Ref_117	1
317	Thylogale calabyi	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	4326.13	Ref_117	1
318	Thylogale browni	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	5478	Ref_117	1
319	Thylogale thetis	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	5400	Ref_117	1
320	Thylogale stigmatica	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	4600	Ref_117	1
321	Thylogale lanatus	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_2	D1	4758.79	"Ref_2, Ref_3"	0
322	Thylogale brunii	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	3620	Ref_117	1
323	Thylogale billardierii	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	5450	Ref_117	1
324	Wallabia bicolor	Macropodidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	15000	Ref_117	1
325	Lagostrophus fasciatus	Macropodidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1700	Ref_117	1
326	Hypsiprymnodon moschatus	Hypsiprymnodontidae	70	0	0	0	0	0	20	0	0	10	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	520	Ref_117	1
327	Aepyprymnus rufescens	Potoroidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	3250	Ref_117	1
328	Bettongia lesueur	Potoroidae	0	0	0	0	0	0	0	0	30	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1500	Ref_117	1
329	Bettongia penicillata	Potoroidae	0	0	0	0	0	0	0	0	30	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1300	Ref_117	1
