"id","Order","Family","Genus","Species","Fos","Ter","Aqu","Arb","Leaves","Flowers","Seeds","Fruits","Arthro","Vert","Diu","Noc","Crepu","Wet_warm","Wet_cold","Dry_warm","Dry_cold","Body_mass_g","Age_at_maturity_min_y","Age_at_maturity_max_y","Body_size_mm","Size_at_maturity_min_mm","Size_at_maturity_max_mm","Longevity_max_y","Litter_size_min_n","Litter_size_max_n","Reproductive_output_y","Offspring_size_min_mm","Offspring_size_max_mm","Dir","Lar","Viv","OBS"
"Anf0105","Anura","Aromobatidae","Mannophryne","Mannophryne leonardoi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0106","Anura","Aromobatidae","Mannophryne","Mannophryne neblina",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0107","Anura","Aromobatidae","Mannophryne","Mannophryne oblitterata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,35,34,34,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf0108","Anura","Aromobatidae","Mannophryne","Mannophryne olmonae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,28,NA,NA,12,NA,NA,NA,12,12,1,NA,NA,0,1,0,NA
"Anf0109","Anura","Aromobatidae","Mannophryne","Mannophryne orellana",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0110","Anura","Aromobatidae","Mannophryne","Mannophryne riveroi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0111","Anura","Aromobatidae","Mannophryne","Mannophryne speeri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0112","Anura","Aromobatidae","Mannophryne","Mannophryne trinitatis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,29,NA,NA,NA,10,11,1,NA,NA,0,1,0,NA
"Anf0113","Anura","Aromobatidae","Mannophryne","Mannophryne trujillensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0114","Anura","Aromobatidae","Mannophryne","Mannophryne urticans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0115","Anura","Aromobatidae","Mannophryne","Mannophryne venezuelensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0116","Anura","Aromobatidae","Mannophryne","Mannophryne vulcano",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0117","Anura","Aromobatidae","Mannophryne","Mannophryne yustizi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,30.6,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0118","Anura","Arthroleptina","Arthroleptis","Arthroleptis adelphus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0119","Anura","Arthroleptina","Arthroleptis","Arthroleptis adolfifriederici",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0120","Anura","Arthroleptina","Arthroleptis","Arthroleptis affinis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0121","Anura","Arthroleptina","Arthroleptis","Arthroleptis aureoli",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0122","Anura","Arthroleptina","Arthroleptis","Arthroleptis bioko",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0123","Anura","Arthroleptina","Arthroleptis","Arthroleptis bivittatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0124","Anura","Arthroleptina","Arthroleptis","Arthroleptis brevipes",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0125","Anura","Arthroleptina","Arthroleptis","Arthroleptis carquejai",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0126","Anura","Arthroleptina","Arthroleptis","Arthroleptis crusculum",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0127","Anura","Arthroleptina","Arthroleptis","Arthroleptis fichika",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0128","Anura","Arthroleptina","Arthroleptis","Arthroleptis francei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0129","Anura","Arthroleptina","Arthroleptis","Arthroleptis hematogaster",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0130","Anura","Arthroleptina","Arthroleptis","Arthroleptis kidogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0131","Anura","Arthroleptina","Arthroleptis","Arthroleptis krokosua",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0132","Anura","Arthroleptina","Arthroleptis","Arthroleptis lameerei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0133","Anura","Arthroleptina","Arthroleptis","Arthroleptis langeri",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0134","Anura","Arthroleptina","Arthroleptis","Arthroleptis loveridgei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0135","Anura","Arthroleptina","Arthroleptis","Arthroleptis mossoensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0136","Anura","Arthroleptina","Arthroleptis","Arthroleptis nguruensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0137","Anura","Arthroleptina","Arthroleptis","Arthroleptis nikeae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0138","Anura","Arthroleptina","Arthroleptis","Arthroleptis nimbaensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0139","Anura","Arthroleptina","Arthroleptis","Arthroleptis nlonakoensis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0140","Anura","Arthroleptina","Arthroleptis","Arthroleptis palava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0141","Anura","Arthroleptina","Arthroleptis","Arthroleptis perreti",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,44.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0142","Anura","Arthroleptina","Arthroleptis","Arthroleptis phrynoides",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0143","Anura","Arthroleptina","Arthroleptis","Arthroleptis poecilonotus",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2.69,0.3,0.4,33.4,20,20,0.3,10,30,2,2.9,2.9,1,0,0,NA
"Anf0144","Anura","Arthroleptina","Arthroleptis","Arthroleptis pyrrhoscelis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0145","Anura","Arthroleptina","Arthroleptis","Arthroleptis reichei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0146","Anura","Arthroleptina","Arthroleptis","Arthroleptis schubotzi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0147","Anura","Arthroleptina","Arthroleptis","Arthroleptis spinalis",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0148","Anura","Arthroleptina","Arthroleptis","Arthroleptis stenodactylus",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,30,80,1,2,2,1,0,0,NA
"Anf0149","Anura","Arthroleptina","Arthroleptis","Arthroleptis stridens",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0150","Anura","Arthroleptina","Arthroleptis","Arthroleptis sylvaticus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0151","Anura","Arthroleptina","Arthroleptis","Arthroleptis taeniatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0152","Anura","Arthroleptina","Arthroleptis","Arthroleptis tanneri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0153","Anura","Arthroleptina","Arthroleptis","Arthroleptis troglodytes",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0154","Anura","Arthroleptina","Arthroleptis","Arthroleptis tuberosus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0155","Anura","Arthroleptina","Arthroleptis","Arthroleptis variabilis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0156","Anura","Arthroleptina","Arthroleptis","Arthroleptis vercammeni",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0157","Anura","Arthroleptina","Arthroleptis","Arthroleptis wahlbergii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0158","Anura","Arthroleptina","Arthroleptis","Arthroleptis xenochirus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,9,9,1,NA,NA,1,0,0,NA
"Anf0159","Anura","Arthroleptina","Arthroleptis","Arthroleptis xenodactyloides",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,23.8,NA,NA,0.5,13,30,1,4,4,1,0,0,NA
"Anf0160","Anura","Arthroleptina","Arthroleptis","Arthroleptis xenodactylus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,NA
"Anf0161","Anura","Arthroleptina","Arthroleptis","Arthroleptis zimmeri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA
"Anf0162","Anura","Arthroleptina","Astylosternus","Astylosternus batesi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0163","Anura","Arthroleptina","Astylosternus","Astylosternus diadematus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0164","Anura","Arthroleptina","Astylosternus","Astylosternus fallax",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0165","Anura","Arthroleptina","Astylosternus","Astylosternus laurenti",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0166","Anura","Arthroleptina","Astylosternus","Astylosternus montanus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0167","Anura","Arthroleptina","Astylosternus","Astylosternus nganhanus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0168","Anura","Arthroleptina","Astylosternus","Astylosternus occidentalis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,65.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0169","Anura","Arthroleptina","Astylosternus","Astylosternus perreti",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0170","Anura","Arthroleptina","Astylosternus","Astylosternus ranoides",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0171","Anura","Arthroleptina","Astylosternus","Astylosternus rheophilus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0172","Anura","Arthroleptina","Astylosternus","Astylosternus schioetzi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0173","Anura","Arthroleptina","Cardioglossa","Cardioglossa alsco",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0174","Anura","Arthroleptina","Cardioglossa","Cardioglossa cyaneospila",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf0175","Anura","Arthroleptina","Cardioglossa","Cardioglossa elegans",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0176","Anura","Arthroleptina","Cardioglossa","Cardioglossa escalerae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0177","Anura","Arthroleptina","Cardioglossa","Cardioglossa gracilis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0178","Anura","Arthroleptina","Cardioglossa","Cardioglossa gratiosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0179","Anura","Arthroleptina","Cardioglossa","Cardioglossa leucomystax",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0180","Anura","Arthroleptina","Cardioglossa","Cardioglossa manengouba",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf0181","Anura","Arthroleptina","Cardioglossa","Cardioglossa melanogaster",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0182","Anura","Arthroleptina","Cardioglossa","Cardioglossa nigromaculata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0183","Anura","Arthroleptina","Cardioglossa","Cardioglossa occidentalis",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,34.8,NA,NA,NA,33,33,NA,2.8,2.8,NA,NA,NA,NA
"Anf0184","Anura","Arthroleptina","Cardioglossa","Cardioglossa oreas",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0185","Anura","Arthroleptina","Cardioglossa","Cardioglossa pulchra",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0186","Anura","Arthroleptina","Cardioglossa","Cardioglossa schioetzi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0187","Anura","Arthroleptina","Cardioglossa","Cardioglossa trifasciata",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0188","Anura","Arthroleptina","Cardioglossa","Cardioglossa venusta",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0189","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon albiventris",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0190","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon axillaris",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0191","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon bicolor",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0192","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon blanci",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf0193","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon boulengeri",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0194","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon bueanus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0195","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon erythrogaster",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0196","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon mertensi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0197","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon ornatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0198","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon ovatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0199","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon perreti",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0200","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon polyacanthus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0201","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon stevarti",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0202","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon ventrimarmoratus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0203","Anura","Arthroleptina","Leptodactylodon","Leptodactylodon wildi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0204","Anura","Arthroleptina","Nyctibates","Nyctibates corrugatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0205","Anura","Arthroleptina","Scotobleps","Scotobleps gabonicus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0206","Anura","Arthroleptina","Trichobatrachus","Trichobatrachus robustus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf0207","Anura","Arthroleptina","Leptopelis","Leptopelis anchietae",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
